trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
OCESN5124F3134210:2024-07-31T00:26:32Z,22:00:00,22:10:00,StopPoint:OCETGV INOUI-87723197,5,,0,0,
OCESN5124F3134210:2024-07-31T00:26:32Z,22:18:00,22:18:00,StopPoint:OCETGV INOUI-87722025,6,,1,0,
OCESN5124F3134211:2024-07-31T00:26:32Z,18:22:00,18:22:00,StopPoint:OCETGV INOUI-87223263,0,,0,1,
OCESN5124F3134211:2024-07-31T00:26:32Z,18:42:00,18:47:00,StopPoint:OCETGV INOUI-87342014,1,,0,0,
OCESN5124F3134211:2024-07-31T00:26:32Z,19:04:00,19:15:00,StopPoint:OCETGV INOUI-87313882,2,,0,0,
OCESN5124F3134211:2024-07-31T00:26:32Z,19:46:00,20:00:00,StopPoint:OCETGV INOUI-87271494,3,,0,0,
OCESN5124F3134211:2024-07-31T00:26:32Z,20:09:00,20:13:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5124F3134211:2024-07-31T00:26:32Z,22:00:00,22:10:00,StopPoint:OCETGV INOUI-87723197,5,,0,0,
OCESN5124F3134211:2024-07-31T00:26:32Z,22:18:00,22:18:00,StopPoint:OCETGV INOUI-87722025,6,,1,0,
OCESN5124F3134212:2024-07-31T00:26:32Z,18:22:00,18:22:00,StopPoint:OCETGV INOUI-87223263,0,,0,1,
OCESN5124F3134212:2024-07-31T00:26:32Z,18:42:00,18:47:00,StopPoint:OCETGV INOUI-87342014,1,,0,0,
OCESN5124F3134212:2024-07-31T00:26:32Z,19:04:00,19:15:00,StopPoint:OCETGV INOUI-87313882,2,,0,0,
OCESN5124F3134212:2024-07-31T00:26:32Z,19:46:00,20:00:00,StopPoint:OCETGV INOUI-87271494,3,,0,0,
OCESN5124F3134212:2024-07-31T00:26:32Z,20:09:00,20:13:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5124F3134212:2024-07-31T00:26:32Z,22:00:00,22:10:00,StopPoint:OCETGV INOUI-87723197,5,,0,0,
OCESN5124F3134212:2024-07-31T00:26:32Z,22:18:00,22:18:00,StopPoint:OCETGV INOUI-87722025,6,,1,0,
OCESN5124F3152918:2024-08-05T00:28:13Z,18:22:00,18:22:00,StopPoint:OCETGV INOUI-87223263,0,,0,1,
OCESN5124F3152918:2024-08-05T00:28:13Z,18:41:00,18:46:00,StopPoint:OCETGV INOUI-87342014,1,,0,0,
OCESN5124F3152918:2024-08-05T00:28:13Z,19:06:00,19:15:00,StopPoint:OCETGV INOUI-87313882,2,,0,0,
OCESN5124F3152918:2024-08-05T00:28:13Z,19:44:00,20:00:00,StopPoint:OCETGV INOUI-87271494,3,,0,0,
OCESN5124F3152918:2024-08-05T00:28:13Z,20:09:00,20:13:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5124F3152918:2024-08-05T00:28:13Z,22:00:00,22:06:00,StopPoint:OCETGV INOUI-87723197,5,,0,0,
OCESN5124F3152918:2024-08-05T00:28:13Z,23:08:00,23:11:00,StopPoint:OCETGV INOUI-87318964,6,,0,0,
OCESN5124F3152918:2024-08-05T00:28:13Z,23:33:00,23:36:00,StopPoint:OCETGV INOUI-87319012,7,,0,0,
OCESN5124F3152918:2024-08-05T00:28:13Z,23:48:00,23:48:00,StopPoint:OCETGV INOUI-87751008,8,,1,0,
OCESN5124F3152924:2024-08-05T00:28:13Z,18:22:00,18:22:00,StopPoint:OCETGV INOUI-87223263,0,,0,1,
OCESN5124F3152924:2024-08-05T00:28:13Z,18:41:00,18:46:00,StopPoint:OCETGV INOUI-87342014,1,,0,0,
OCESN5124F3152924:2024-08-05T00:28:13Z,19:06:00,19:15:00,StopPoint:OCETGV INOUI-87313882,2,,0,0,
OCESN5124F3152924:2024-08-05T00:28:13Z,19:44:00,20:00:00,StopPoint:OCETGV INOUI-87271494,3,,0,0,
OCESN5124F3152924:2024-08-05T00:28:13Z,20:09:00,20:13:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5124F3152924:2024-08-05T00:28:13Z,22:00:00,22:06:00,StopPoint:OCETGV INOUI-87723197,5,,0,0,
OCESN5124F3152924:2024-08-05T00:28:13Z,23:08:00,23:11:00,StopPoint:OCETGV INOUI-87318964,6,,0,0,
OCESN5124F3152924:2024-08-05T00:28:13Z,23:33:00,23:36:00,StopPoint:OCETGV INOUI-87319012,7,,0,0,
OCESN5124F3152924:2024-08-05T00:28:13Z,23:48:00,23:48:00,StopPoint:OCETGV INOUI-87751008,8,,1,0,
OCESN5124F3152930:2024-08-05T00:28:13Z,18:22:00,18:22:00,StopPoint:OCETGV INOUI-87223263,0,,0,1,
OCESN5124F3152930:2024-08-05T00:28:13Z,18:41:00,18:46:00,StopPoint:OCETGV INOUI-87342014,1,,0,0,
OCESN5124F3152930:2024-08-05T00:28:13Z,19:06:00,19:15:00,StopPoint:OCETGV INOUI-87313882,2,,0,0,
OCESN5124F3152930:2024-08-05T00:28:13Z,19:44:00,20:00:00,StopPoint:OCETGV INOUI-87271494,3,,0,0,
OCESN5124F3152930:2024-08-05T00:28:13Z,20:09:00,20:13:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5124F3152930:2024-08-05T00:28:13Z,22:00:00,22:06:00,StopPoint:OCETGV INOUI-87723197,5,,0,0,
OCESN5124F3152930:2024-08-05T00:28:13Z,23:08:00,23:11:00,StopPoint:OCETGV INOUI-87318964,6,,0,0,
OCESN5124F3152930:2024-08-05T00:28:13Z,23:33:00,23:36:00,StopPoint:OCETGV INOUI-87319012,7,,0,0,
OCESN5124F3152930:2024-08-05T00:28:13Z,23:48:00,23:48:00,StopPoint:OCETGV INOUI-87751008,8,,1,0,
OCESN5135F3063728:2024-07-31T00:26:32Z,17:03:00,17:03:00,StopPoint:OCETGV INOUI-87223263,0,,0,1,
OCESN5135F3063728:2024-07-31T00:26:32Z,17:54:00,17:59:00,StopPoint:OCETGV INOUI-87271494,1,,0,0,
OCESN5135F3063728:2024-07-31T00:26:32Z,18:08:00,18:13:00,StopPoint:OCETGV INOUI-87111849,2,,0,0,
OCESN5135F3063728:2024-07-31T00:26:32Z,20:00:00,20:10:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5135F3063728:2024-07-31T00:26:32Z,20:45:00,20:55:00,StopPoint:OCETGV INOUI-87763029,4,,0,0,
OCESN5135F3063728:2024-07-31T00:26:32Z,21:26:00,21:29:00,StopPoint:OCETGV INOUI-87318964,5,,0,0,
OCESN5135F3063728:2024-07-31T00:26:32Z,21:48:00,21:51:00,StopPoint:OCETGV INOUI-87319012,6,,0,0,
OCESN5135F3063728:2024-07-31T00:26:32Z,22:03:00,22:03:00,StopPoint:OCETGV INOUI-87751008,7,,1,0,
OCESN5135F3088803:2024-07-31T00:26:32Z,17:03:00,17:03:00,StopPoint:OCETGV INOUI-87223263,0,,0,1,
OCESN5135F3088803:2024-07-31T00:26:32Z,17:54:00,17:59:00,StopPoint:OCETGV INOUI-87271494,1,,0,0,
OCESN5135F3088803:2024-07-31T00:26:32Z,18:08:00,18:13:00,StopPoint:OCETGV INOUI-87111849,2,,0,0,
OCESN5135F3088803:2024-07-31T00:26:32Z,20:00:00,20:10:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5135F3088803:2024-07-31T00:26:32Z,20:45:00,20:55:00,StopPoint:OCETGV INOUI-87763029,4,,0,0,
OCESN5135F3088803:2024-07-31T00:26:32Z,21:26:00,21:29:00,StopPoint:OCETGV INOUI-87318964,5,,0,0,
OCESN5135F3088803:2024-07-31T00:26:32Z,21:49:00,21:52:00,StopPoint:OCETGV INOUI-87319012,6,,0,0,
OCESN5135F3088803:2024-07-31T00:26:32Z,22:03:00,22:03:00,StopPoint:OCETGV INOUI-87751008,7,,1,0,
OCESN5135F3091173:2024-07-31T00:26:32Z,17:01:00,17:01:00,StopPoint:OCETGV INOUI-87223263,0,,0,1,
OCESN5135F3091173:2024-07-31T00:26:32Z,17:55:00,18:00:00,StopPoint:OCETGV INOUI-87271494,1,,0,0,
OCESN5135F3091173:2024-07-31T00:26:32Z,18:09:00,18:13:00,StopPoint:OCETGV INOUI-87111849,2,,0,0,
OCESN5135F3091173:2024-07-31T00:26:32Z,20:00:00,20:10:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5135F3091173:2024-07-31T00:26:32Z,20:45:00,20:55:00,StopPoint:OCETGV INOUI-87763029,4,,0,0,
OCESN5135F3091173:2024-07-31T00:26:32Z,21:26:00,21:29:00,StopPoint:OCETGV INOUI-87318964,5,,0,0,
OCESN5135F3091173:2024-07-31T00:26:32Z,21:49:00,21:52:00,StopPoint:OCETGV INOUI-87319012,6,,0,0,
OCESN5135F3091173:2024-07-31T00:26:32Z,22:03:00,22:03:00,StopPoint:OCETGV INOUI-87751008,7,,1,0,
OCESN5135F3153330:2024-07-31T00:26:32Z,17:01:00,17:01:00,StopPoint:OCETGV INOUI-87223263,0,,0,1,
OCESN5135F3153330:2024-07-31T00:26:32Z,17:54:00,18:00:00,StopPoint:OCETGV INOUI-87271494,1,,0,0,
OCESN5135F3153330:2024-07-31T00:26:32Z,18:09:00,18:13:00,StopPoint:OCETGV INOUI-87111849,2,,0,0,
OCESN5135F3153330:2024-07-31T00:26:32Z,20:00:00,20:10:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5135F3153330:2024-07-31T00:26:32Z,20:45:00,20:55:00,StopPoint:OCETGV INOUI-87763029,4,,0,0,
OCESN5135F3153330:2024-07-31T00:26:32Z,21:26:00,21:29:00,StopPoint:OCETGV INOUI-87318964,5,,0,0,
OCESN5135F3153330:2024-07-31T00:26:32Z,21:48:00,21:51:00,StopPoint:OCETGV INOUI-87319012,6,,0,0,
OCESN5135F3153330:2024-07-31T00:26:32Z,22:03:00,22:03:00,StopPoint:OCETGV INOUI-87751008,7,,1,0,
OCESN5135F3174663:2024-07-31T00:26:32Z,17:02:00,17:02:00,StopPoint:OCETGV INOUI-87223263,0,,0,1,
OCESN5135F3174663:2024-07-31T00:26:32Z,17:55:00,18:00:00,StopPoint:OCETGV INOUI-87271494,1,,0,0,
OCESN5135F3174663:2024-07-31T00:26:32Z,18:09:00,18:13:00,StopPoint:OCETGV INOUI-87111849,2,,0,0,
OCESN5135F3174663:2024-07-31T00:26:32Z,20:00:00,20:10:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5135F3174663:2024-07-31T00:26:32Z,20:45:00,20:55:00,StopPoint:OCETGV INOUI-87763029,4,,0,0,
OCESN5135F3174663:2024-07-31T00:26:32Z,21:26:00,21:29:00,StopPoint:OCETGV INOUI-87318964,5,,0,0,
OCESN5135F3174663:2024-07-31T00:26:32Z,21:49:00,21:52:00,StopPoint:OCETGV INOUI-87319012,6,,0,0,
OCESN5135F3174663:2024-07-31T00:26:32Z,22:03:00,22:03:00,StopPoint:OCETGV INOUI-87751008,7,,1,0,
OCESN5135F3176770:2024-07-31T00:26:32Z,17:02:00,17:02:00,StopPoint:OCETGV INOUI-87223263,0,,0,1,
OCESN5135F3176770:2024-07-31T00:26:32Z,17:55:00,18:00:00,StopPoint:OCETGV INOUI-87271494,1,,0,0,
OCESN5135F3176770:2024-07-31T00:26:32Z,18:09:00,18:13:00,StopPoint:OCETGV INOUI-87111849,2,,0,0,
OCESN5135F3176770:2024-07-31T00:26:32Z,20:00:00,20:10:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5135F3176770:2024-07-31T00:26:32Z,20:45:00,20:55:00,StopPoint:OCETGV INOUI-87763029,4,,0,0,
OCESN5135F3176770:2024-07-31T00:26:32Z,21:26:00,21:29:00,StopPoint:OCETGV INOUI-87318964,5,,0,0,
OCESN5135F3176770:2024-07-31T00:26:32Z,21:48:00,21:51:00,StopPoint:OCETGV INOUI-87319012,6,,0,0,
OCESN5135F3176770:2024-07-31T00:26:32Z,22:03:00,22:03:00,StopPoint:OCETGV INOUI-87751008,7,,1,0,
OCESN5156F2859040:2024-08-03T00:27:44Z,05:28:00,05:28:00,StopPoint:OCETGV INOUI-87773002,0,,0,1,
OCESN5156F2859040:2024-08-03T00:27:44Z,05:53:00,05:56:00,StopPoint:OCETGV INOUI-87775007,1,,0,0,
OCESN5156F2859040:2024-08-03T00:27:44Z,06:39:00,06:44:00,StopPoint:OCETGV INOUI-87763029,2,,0,0,
OCESN5156F2859040:2024-08-03T00:27:44Z,07:20:00,07:30:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5156F2859040:2024-08-03T00:27:44Z,09:17:00,09:22:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5156F2859040:2024-08-03T00:27:44Z,09:33:00,09:46:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5156F2859040:2024-08-03T00:27:44Z,10:42:00,10:42:00,StopPoint:OCETGV INOUI-87286005,6,,1,0,
OCESN5156F3188146:2024-08-08T00:27:24Z,05:28:00,05:28:00,StopPoint:OCETGV INOUI-87773002,0,,0,1,
OCESN5156F3188146:2024-08-08T00:27:24Z,05:53:00,05:56:00,StopPoint:OCETGV INOUI-87775007,1,,0,0,
OCESN5156F3188146:2024-08-08T00:27:24Z,06:39:00,06:44:00,StopPoint:OCETGV INOUI-87763029,2,,0,0,
OCESN5156F3188146:2024-08-08T00:27:24Z,07:20:00,07:30:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5156F3188146:2024-08-08T00:27:24Z,09:17:00,09:22:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5156F3188146:2024-08-08T00:27:24Z,09:33:00,09:48:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5156F3188146:2024-08-08T00:27:24Z,10:42:00,10:42:00,StopPoint:OCETGV INOUI-87286005,6,,1,0,
OCESN5158F2950630:2024-08-04T00:27:29Z,11:59:00,11:59:00,StopPoint:OCETGV INOUI-87773002,0,,0,1,
OCESN5158F2950630:2024-08-04T00:27:29Z,12:24:00,12:27:00,StopPoint:OCETGV INOUI-87775007,1,,0,0,
OCESN5158F2950630:2024-08-04T00:27:29Z,13:09:00,13:14:00,StopPoint:OCETGV INOUI-87763029,2,,0,0,
OCESN5158F2950630:2024-08-04T00:27:29Z,13:49:00,14:00:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5158F2950630:2024-08-04T00:27:29Z,15:46:00,15:50:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5158F2950630:2024-08-04T00:27:29Z,16:00:00,16:07:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5158F2950630:2024-08-04T00:27:29Z,16:58:00,16:58:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5158F3097088:2024-08-09T00:28:34Z,11:59:00,11:59:00,StopPoint:OCETGV INOUI-87773002,0,,0,1,
OCESN5158F3097088:2024-08-09T00:28:34Z,12:24:00,12:27:00,StopPoint:OCETGV INOUI-87775007,1,,0,0,
OCESN5158F3097088:2024-08-09T00:28:34Z,13:09:00,13:14:00,StopPoint:OCETGV INOUI-87763029,2,,0,0,
OCESN5158F3097088:2024-08-09T00:28:34Z,13:49:00,14:00:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5158F3097088:2024-08-09T00:28:34Z,15:46:00,15:50:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5158F3097088:2024-08-09T00:28:34Z,16:00:00,16:07:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5158F3097088:2024-08-09T00:28:34Z,16:59:00,16:59:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5158F3103385:2024-07-31T00:26:32Z,11:59:00,11:59:00,StopPoint:OCETGV INOUI-87773002,0,,0,1,
OCESN5158F3103385:2024-07-31T00:26:32Z,12:24:00,12:27:00,StopPoint:OCETGV INOUI-87775007,1,,0,0,
OCESN5158F3103385:2024-07-31T00:26:32Z,13:09:00,13:14:00,StopPoint:OCETGV INOUI-87763029,2,,0,0,
OCESN5158F3103385:2024-07-31T00:26:32Z,13:49:00,14:00:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5158F3103385:2024-07-31T00:26:32Z,15:46:00,15:50:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5158F3103385:2024-07-31T00:26:32Z,16:00:00,16:05:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5158F3103385:2024-07-31T00:26:32Z,16:58:00,16:58:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5158F3103386:2024-07-31T00:26:32Z,11:59:00,11:59:00,StopPoint:OCETGV INOUI-87773002,0,,0,1,
OCESN5158F3103386:2024-07-31T00:26:32Z,12:24:00,12:27:00,StopPoint:OCETGV INOUI-87775007,1,,0,0,
OCESN5158F3103386:2024-07-31T00:26:32Z,13:09:00,13:14:00,StopPoint:OCETGV INOUI-87763029,2,,0,0,
OCESN5158F3103386:2024-07-31T00:26:32Z,13:49:00,14:00:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5158F3103386:2024-07-31T00:26:32Z,15:46:00,15:50:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5158F3103386:2024-07-31T00:26:32Z,16:00:00,16:05:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5158F3103386:2024-07-31T00:26:32Z,16:58:00,16:58:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5180F3089798:2024-07-31T00:26:32Z,17:12:00,17:12:00,StopPoint:OCETGV INOUI-87751008,0,,0,1,
OCESN5180F3089798:2024-07-31T00:26:32Z,17:23:00,17:26:00,StopPoint:OCETGV INOUI-87319012,1,,0,0,
OCESN5180F3089798:2024-07-31T00:26:32Z,17:46:00,17:49:00,StopPoint:OCETGV INOUI-87318964,2,,0,0,
OCESN5180F3089798:2024-07-31T00:26:32Z,18:54:00,19:00:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5180F3089798:2024-07-31T00:26:32Z,20:47:00,20:51:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5180F3089798:2024-07-31T00:26:32Z,21:01:00,21:07:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5180F3089798:2024-07-31T00:26:32Z,21:59:00,21:59:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5180F3091093:2024-07-31T00:26:32Z,17:12:00,17:12:00,StopPoint:OCETGV INOUI-87751008,0,,0,1,
OCESN5180F3091093:2024-07-31T00:26:32Z,17:23:00,17:26:00,StopPoint:OCETGV INOUI-87319012,1,,0,0,
OCESN5180F3091093:2024-07-31T00:26:32Z,17:46:00,17:49:00,StopPoint:OCETGV INOUI-87318964,2,,0,0,
OCESN5180F3091093:2024-07-31T00:26:32Z,18:54:00,19:00:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5180F3091093:2024-07-31T00:26:32Z,20:47:00,20:51:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5180F3091093:2024-07-31T00:26:32Z,21:00:00,21:06:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5180F3091093:2024-07-31T00:26:32Z,21:59:00,21:59:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5180F3112576:2024-07-31T00:26:32Z,17:12:00,17:12:00,StopPoint:OCETGV INOUI-87751008,0,,0,1,
OCESN5180F3112576:2024-07-31T00:26:32Z,17:23:00,17:26:00,StopPoint:OCETGV INOUI-87319012,1,,0,0,
OCESN5180F3112576:2024-07-31T00:26:32Z,17:46:00,17:49:00,StopPoint:OCETGV INOUI-87318964,2,,0,0,
OCESN5180F3112576:2024-07-31T00:26:32Z,18:54:00,19:00:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5180F3112576:2024-07-31T00:26:32Z,20:47:00,20:51:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5180F3112576:2024-07-31T00:26:32Z,21:01:00,21:07:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5180F3112576:2024-07-31T00:26:32Z,21:59:00,21:59:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5182F2900095:2024-07-31T00:26:32Z,17:12:00,17:12:00,StopPoint:OCETGV INOUI-87688887,0,,0,1,
OCESN5182F2900095:2024-07-31T00:26:32Z,17:30:00,17:33:00,StopPoint:OCETGV INOUI-87703975,1,,0,0,
OCESN5182F2900095:2024-07-31T00:26:32Z,18:10:00,18:15:00,StopPoint:OCETGV INOUI-87763029,2,,0,0,
OCESN5182F2900095:2024-07-31T00:26:32Z,18:50:00,19:00:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5182F2900095:2024-07-31T00:26:32Z,20:47:00,20:51:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5182F2900095:2024-07-31T00:26:32Z,21:01:00,21:07:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5182F2900095:2024-07-31T00:26:32Z,21:59:00,21:59:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5182F3094728:2024-07-31T00:26:32Z,17:12:00,17:12:00,StopPoint:OCETGV INOUI-87688887,0,,0,1,
OCESN5182F3094728:2024-07-31T00:26:32Z,17:30:00,17:33:00,StopPoint:OCETGV INOUI-87703975,1,,0,0,
OCESN5182F3094728:2024-07-31T00:26:32Z,18:10:00,18:15:00,StopPoint:OCETGV INOUI-87763029,2,,0,0,
OCESN5182F3094728:2024-07-31T00:26:32Z,18:50:00,19:00:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5182F3094728:2024-07-31T00:26:32Z,20:47:00,20:51:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5182F3094728:2024-07-31T00:26:32Z,21:00:00,21:05:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5182F3094728:2024-07-31T00:26:32Z,21:58:00,21:58:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5182F3406999:2024-08-09T00:28:34Z,17:12:00,17:12:00,StopPoint:OCETGV INOUI-87688887,0,,0,1,
OCESN5182F3406999:2024-08-09T00:28:34Z,17:30:00,17:33:00,StopPoint:OCETGV INOUI-87703975,1,,0,0,
OCESN5182F3406999:2024-08-09T00:28:34Z,18:10:00,18:15:00,StopPoint:OCETGV INOUI-87763029,2,,0,0,
OCESN5182F3406999:2024-08-09T00:28:34Z,18:50:00,19:00:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5182F3406999:2024-08-09T00:28:34Z,20:47:00,20:51:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5182F3406999:2024-08-09T00:28:34Z,21:01:00,21:07:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5182F3406999:2024-08-09T00:28:34Z,21:58:00,21:58:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5186F2862803:2024-07-24T00:30:14Z,20:16:00,20:16:00,StopPoint:OCETGV INOUI-87722025,0,,0,1,
OCESN5186F2862803:2024-07-24T00:30:14Z,20:24:00,20:30:00,StopPoint:OCETGV INOUI-87723197,1,,0,0,
OCESN5186F2862803:2024-07-24T00:30:14Z,22:17:00,22:21:00,StopPoint:OCETGV INOUI-87111849,2,,0,0,
OCESN5186F2862803:2024-07-24T00:30:14Z,22:31:00,22:37:00,StopPoint:OCETGV INOUI-87271494,3,,0,0,
OCESN5186F2862803:2024-07-24T00:30:14Z,23:30:00,23:30:00,StopPoint:OCETGV INOUI-87223263,4,,1,0,
OCESN5186F3160234:2024-08-06T00:26:38Z,20:16:00,20:16:00,StopPoint:OCETGV INOUI-87722025,0,,0,1,
OCESN5186F3160234:2024-08-06T00:26:38Z,20:24:00,20:30:00,StopPoint:OCETGV INOUI-87723197,1,,0,0,
OCESN5186F3160234:2024-08-06T00:26:38Z,22:17:00,22:21:00,StopPoint:OCETGV INOUI-87111849,2,,0,0,
OCESN5186F3160234:2024-08-06T00:26:38Z,22:31:00,22:37:00,StopPoint:OCETGV INOUI-87271494,3,,0,0,
OCESN5186F3160234:2024-08-06T00:26:38Z,23:30:00,23:30:00,StopPoint:OCETGV INOUI-87223263,4,,1,0,
OCESN5192F3090864:2024-07-31T00:26:32Z,13:33:00,13:33:00,StopPoint:OCETGV INOUI-87751008,0,,0,1,
OCESN5192F3090864:2024-07-31T00:26:32Z,13:43:00,13:46:00,StopPoint:OCETGV INOUI-87319012,1,,0,1,
OCESN5192F3090864:2024-07-31T00:26:32Z,14:05:00,14:08:00,StopPoint:OCETGV INOUI-87318964,2,,0,0,
OCESN5192F3090864:2024-07-31T00:26:32Z,15:14:00,15:20:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5192F3090864:2024-07-31T00:26:32Z,17:05:00,17:11:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5192F3090864:2024-07-31T00:26:32Z,17:20:00,17:26:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5192F3090864:2024-07-31T00:26:32Z,17:56:00,18:01:00,StopPoint:OCETGV INOUI-87313882,6,,0,0,
OCESN5192F3090864:2024-07-31T00:26:32Z,18:20:00,18:23:00,StopPoint:OCETGV INOUI-87342014,7,,0,0,
OCESN5192F3090864:2024-07-31T00:26:32Z,18:38:00,18:41:00,StopPoint:OCETGV INOUI-87345009,8,,0,0,
OCESN5192F3090864:2024-07-31T00:26:32Z,19:00:00,19:00:00,StopPoint:OCETGV INOUI-87286005,9,,1,0,
OCESN5192F3090865:2024-07-31T00:26:32Z,13:33:00,13:33:00,StopPoint:OCETGV INOUI-87751008,0,,0,1,
OCESN5192F3090865:2024-07-31T00:26:32Z,13:43:00,13:46:00,StopPoint:OCETGV INOUI-87319012,1,,0,1,
OCESN5192F3090865:2024-07-31T00:26:32Z,14:05:00,14:08:00,StopPoint:OCETGV INOUI-87318964,2,,0,0,
OCESN5192F3090865:2024-07-31T00:26:32Z,15:14:00,15:20:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5192F3090865:2024-07-31T00:26:32Z,17:05:00,17:11:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5192F3090865:2024-07-31T00:26:32Z,17:20:00,17:26:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5192F3090865:2024-07-31T00:26:32Z,17:56:00,18:01:00,StopPoint:OCETGV INOUI-87313882,6,,0,0,
OCESN5192F3090865:2024-07-31T00:26:32Z,18:20:00,18:23:00,StopPoint:OCETGV INOUI-87342014,7,,0,0,
OCESN5192F3090865:2024-07-31T00:26:32Z,18:38:00,18:41:00,StopPoint:OCETGV INOUI-87345009,8,,0,0,
OCESN5192F3090865:2024-07-31T00:26:32Z,19:00:00,19:00:00,StopPoint:OCETGV INOUI-87286005,9,,1,0,
OCESN5192F3133472:2024-08-06T00:26:38Z,15:45:00,15:45:00,StopPoint:OCETGV INOUI-87722025,0,,0,1,
OCESN5192F3133472:2024-08-06T00:26:38Z,15:53:00,15:59:00,StopPoint:OCETGV INOUI-87723197,1,,0,0,
OCESN5192F3133472:2024-08-06T00:26:38Z,17:47:00,17:51:00,StopPoint:OCETGV INOUI-87111849,2,,0,0,
OCESN5192F3133472:2024-08-06T00:26:38Z,18:01:00,18:07:00,StopPoint:OCETGV INOUI-87271494,3,,0,0,
OCESN5192F3133472:2024-08-06T00:26:38Z,18:35:00,18:38:00,StopPoint:OCETGV INOUI-87313882,4,,0,0,
OCESN5192F3133472:2024-08-06T00:26:38Z,18:54:00,19:00:00,StopPoint:OCETGV INOUI-87342014,5,,0,0,
