Trip ID,Departure Date,Departure Time,Arrival Time,Stops,Origin,Destination,trip_headsign
OCESN7377F2819373:2024-09-15T00:19:40Z,20240917,16:52:00,19:04:00,"[['Paris Gare du Nord', 0, 0, '16:52:00', 0], ['Arras', '17:40:00', 0, '17:50:00', 0], ['Lens', '18:02:00', 0, '18:05:00', 0], ['Béthune', '18:16:00', 0, '18:19:00', 0], ['Hazebrouck', '18:39:00', 0, '18:42:00', 0], ['Dunkerque', '19:04:00', 0, 0, 0]]",Paris Gare du Nord,Dunkerque,7377.0
OCESN7577F3241083:2024-09-15T00:19:40Z,20240917,16:52:00,19:14:00,"[['Paris Gare du Nord', 0, 0, '16:52:00', 0], ['Arras', '17:40:00', 0, '17:44:00', 0], ['Lille Europe', '18:07:00', 0, '18:15:00', 0], ['Calais - Fréthun', '18:43:00', 0, '18:54:00', 0], ['Boulogne sur Mer', '19:14:00', 0, 0, 0]]",Paris Gare du Nord,Boulogne sur Mer,7577.0
OCESN8926F3157409:2024-09-14T00:20:37Z,20240917,16:55:00,20:26:00,"[['Le Croisic', 0, 0, '16:55:00', 0], ['La Baule-Escoublac', '17:03:00', 0, '17:07:00', 0], ['Saint-Nazaire', '17:21:00', 0, '17:24:00', 0], ['Nantes', '17:59:00', 0, '18:05:00', 0], ['Angers Saint-Laud', '18:41:00', 0, '18:44:00', 0], ['Sablé-sur-Sarthe', '19:04:00', 0, '19:06:00', 0], ['Le Mans', '19:27:00', 0, '19:30:00', 0], ['Paris Montparnasse Hall 1 - 2', '20:26:00', 0, 0, 0]]",Le Croisic,Paris Montparnasse Hall 1 - 2,8926.0
OCESN9838F3095502:2024-09-17T00:20:00Z,20240917,16:55:00,21:29:00,"[['Bruxelles Midi', 0, 0, '16:55:00', 0], ['Lille Europe', '17:29:00', 0, '17:39:00', 0], ['TGV Haute Picardie', '18:05:00', 0, '18:08:00', 0], ['Aéroport Charles de Gaulle 2 TGV', '18:38:00', 0, '18:47:00', 0], ['Marne-la-Vallée Chessy', '18:56:00', 0, '19:02:00', 0], ['Massy TGV', '19:34:00', 0, '19:42:00', 0], ['Le Mans', '20:30:00', 0, '20:33:00', 0], ['Laval', '21:03:00', 0, '21:06:00', 0], ['Rennes', '21:29:00', 0, 0, 0]]",Bruxelles Midi,Rennes,9838.0
OCESN6223F3162812:2024-09-17T00:20:00Z,20240917,16:56:00,20:29:00,"[['Paris Gare de Lyon Hall 1 - 2', 0, 0, '16:56:00', 0], ['Valence TGV Rhône-Alpes Sud', '19:06:00', 0, '19:16:00', 0], ['Nîmes Centre', '19:59:00', 0, '20:03:00', 0], ['Montpellier Saint-Roch', '20:29:00', 0, 0, 0]]",Paris Gare de Lyon Hall 1 - 2,Montpellier Saint-Roch,6223.0
OCESN6277F3348273:2024-09-15T00:19:40Z,20240917,16:56:00,21:58:00,"[['Paris Gare de Lyon Hall 1 - 2', 0, 0, '16:56:00', 0], ['Valence TGV Rhône-Alpes Sud', '19:06:00', 0, '19:12:00', 0], ['Nîmes Pont du Gard', '19:49:00', 0, '19:52:00', 0], ['Montpellier Sud de France', '20:11:00', 0, '20:17:00', 0], ['Sète', '20:31:00', 0, '20:34:00', 0], ['Agde', '20:47:00', 0, '20:50:00', 0], ['Béziers', '21:02:00', 0, '21:05:00', 0], ['Narbonne', '21:18:00', 0, '21:21:00', 0], ['Perpignan', '21:58:00', 0, 0, 0]]",Paris Gare de Lyon Hall 1 - 2,Perpignan,6277.0
OCESN7882F2982232:2024-09-17T00:20:00Z,20240917,16:57:00,22:32:00,"[['Perpignan', 0, 0, '17:12:00', 900], ['Narbonne', '17:46:00', 600, '17:49:00', 600], ['Béziers', '18:02:00', 600, '18:05:00', 600], ['Agde', '18:17:00', 600, '18:20:00', 600], ['Sète', '18:33:00', 600, '18:36:00', 600], ['Montpellier Saint-Roch', '18:55:00', 600, '19:00:00', 600], ['Nîmes Centre', '19:26:00', 600, '19:30:00', 600], ['Lyon Saint-Exupéry TGV', '20:32:00', 600, '20:35:00', 600], ['Paris Gare de Lyon Hall 1 - 2', '22:32:00', 600, 0, 0]]",Perpignan,Paris Gare de Lyon Hall 1 - 2,7882.0
OCESN8629F3132586:2024-09-16T00:23:36Z,20240917,16:57:00,20:43:00,"[['Paris Montparnasse Hall 1 - 2', 0, 0, '16:57:00', 0], ['Rennes', '18:25:00', 0, '18:33:00', 0], ['Saint-Brieuc', '19:17:00', 0, '19:20:00', 0], ['Guingamp', '19:34:00', 0, '19:36:00', 0], ['Morlaix', '20:05:00', 0, '20:08:00', 0], ['Brest', '20:43:00', 0, 0, 0]]",Paris Montparnasse Hall 1 - 2,Brest,8629.0
OCESN8729F3135635:2024-09-16T00:23:36Z,20240917,16:57:00,20:34:00,"[['Paris Montparnasse Hall 1 - 2', 0, 0, '16:57:00', 0], ['Rennes', '18:25:00', 0, '18:29:00', 0], ['Vannes', '19:25:00', 0, '19:28:00', 0], ['Auray', '19:38:00', 0, '19:41:00', 0], ['Lorient', '19:57:00', 0, '20:00:00', 0], ['Quimper', '20:34:00', 0, 0, 0]]",Paris Montparnasse Hall 1 - 2,Quimper,8729.0
OCESN6180F3263002:2024-06-26T00:35:36Z,20240917,16:58:00,22:48:00,"[['Nice-Ville', 0, 0, '17:03:00', 300], ['Antibes', '17:27:00', 600, '17:30:00', 600], ['Cannes', '17:38:00', 600, '17:42:00', 600], ['Les Arcs - Draguignan', '18:16:00', 600, '18:19:00', 600], ['Toulon', '18:54:00', 600, '18:58:00', 600], ['Avignon TGV', '20:04:00', 600, '20:07:00', 600], ['Paris Gare de Lyon Hall 1 - 2', '22:48:00', 600, 0, 0]]",Nice-Ville,Paris Gare de Lyon Hall 1 - 2,6180.0
OCESN7660F3090832:2024-09-17T00:20:00Z,20240917,16:58:00,22:19:00,"[['Bordeaux Saint-Jean', 0, 0, '16:58:00', 0], ['Angoulême', '17:33:00', 0, '17:36:00', 0], ['Poitiers', '18:17:00', 0, '18:20:00', 0], ['Saint-Pierre-des-Corps', '18:51:00', 0, '18:56:00', 0], ['Massy TGV', '19:47:00', 0, '19:55:00', 0], ['Marne-la-Vallée Chessy', '20:27:00', 0, '20:32:00', 0], ['Aéroport Charles de Gaulle 2 TGV', '20:41:00', 0, '20:47:00', 0], ['TGV Haute Picardie', '21:16:00', 0, '21:19:00', 0], ['Lille Flandres', '21:48:00', 0, '22:03:00', 0], ['Tourcoing', '22:19:00', 0, 0, 0]]",Bordeaux Saint-Jean,Tourcoing,7660.0
OCESN8364F2587661:2024-09-16T00:23:36Z,20240917,16:59:00,19:34:00,"[['La Rochelle', 0, 0, '16:59:00', 0], ['Surgères', '17:17:00', 0, '17:20:00', 0], ['Niort', '17:38:00', 0, '17:41:00', 0], ['Paris Montparnasse Hall 1 - 2', '19:34:00', 0, 0, 0]]",La Rochelle,Paris Montparnasse Hall 1 - 2,8364.0
OCESN2752F3164818:2024-09-14T00:20:37Z,20240917,17:00:00,17:54:00,"[['Reims', 0, 0, '17:05:00', 300], ['Paris Est', '17:54:00', 300, 0, 0]]",Reims,Paris Est,2752.0
OCESN6623F2742130:2024-09-15T00:19:40Z,20240917,17:00:00,19:10:00,"[['Paris Gare de Lyon Hall 1 - 2', 0, 0, '17:00:00', 0], ['Lyon Part Dieu', '18:56:00', 0, '19:02:00', 0], ['Lyon Perrache', '19:10:00', 0, 0, 0]]",Paris Gare de Lyon Hall 1 - 2,Lyon Perrache,6623.0
OCESN6687F2762590:2024-09-17T00:20:00Z,20240917,17:00:00,19:48:00,"[['Paris Gare de Lyon Hall 1 - 2', 0, 0, '17:00:00', 0], ['Lyon Part Dieu', '18:56:00', 0, '19:06:00', 0], ['Saint-Étienne Châteaucreux', '19:48:00', 0, 0, 0]]",Paris Gare de Lyon Hall 1 - 2,Saint-Étienne Châteaucreux,6687.0
OCESN5488F2916435:2024-09-17T00:20:00Z,20240917,17:01:00,22:23:00,"[['Strasbourg', 0, 0, '17:01:00', 0], ['Lorraine TGV', '17:39:00', 0, '17:42:00', 0], ['Meuse TGV', '18:01:00', 0, '18:09:00', 0], ['Champagne-Ardenne TGV', '18:33:00', 0, '18:36:00', 0], ['Aéroport Charles de Gaulle 2 TGV', '19:06:00', 0, '19:21:00', 0], ['Marne-la-Vallée Chessy', '19:30:00', 0, '19:34:00', 0], ['Massy TGV', '20:04:00', 0, '20:12:00', 0], ['Le Mans', '21:00:00', 0, '21:03:00', 0], ['Angers Saint-Laud', '21:40:00', 0, '21:43:00', 0], ['Nantes', '22:23:00', 0, 0, 0]]",Strasbourg,Nantes,5488.0
OCESN8343F3416155:2024-09-12T00:21:23Z,20240917,17:01:00,18:35:00,"[['Paris Montparnasse Hall 1 - 2', 0, 0, '17:01:00', 0], ['Châtellerault', '18:14:00', 0, '18:17:00', 0], ['Poitiers', '18:35:00', 0, 0, 0]]",Paris Montparnasse Hall 1 - 2,Poitiers,8343.0
OCESN9894F3164353:2024-09-13T00:21:10Z,20240917,17:01:00,21:01:00,"[['Strasbourg', 0, 0, '17:01:00', 0], ['Lorraine TGV', '17:39:00', 0, '17:42:00', 0], ['Meuse TGV', '18:01:00', 0, '18:09:00', 0], ['Champagne-Ardenne TGV', '18:33:00', 0, '18:36:00', 0], ['Aéroport Charles de Gaulle 2 TGV', '19:06:00', 0, '19:12:00', 0], ['TGV Haute Picardie', '19:44:00', 0, '19:49:00', 0], ['Lille Europe', '20:16:00', 0, '20:27:00', 0], ['Bruxelles Midi', '21:01:00', 0, 0, 0]]",Strasbourg,Bruxelles Midi,9894.0
OCESN5135F3262601:2024-09-14T00:20:37Z,20240917,17:03:00,22:08:00,"[['Lille Europe', 0, 0, '17:08:00', 300], ['Aéroport Charles de Gaulle 2 TGV', '17:59:00', 300, '18:05:00', 300], ['Marne-la-Vallée Chessy', '18:14:00', 300, '18:18:00', 300], ['Lyon Part Dieu', '20:05:00', 300, '20:15:00', 300], ['Valence TGV Rhône-Alpes Sud', '20:50:00', 300, '21:00:00', 300], ['Avignon TGV', '21:31:00', 300, '21:34:00', 300], ['Aix-en-Provence TGV', '21:54:00', 300, '21:57:00', 300], ['Marseille Saint-Charles', '22:08:00', 300, 0, 0]]",Lille Europe,Marseille Saint-Charles,5135.0
OCESN5320F3160804:2024-09-17T00:20:00Z,20240917,17:04:00,21:47:00,"[['Nantes', 0, 0, '17:04:00', 0], ['Angers Saint-Laud', '17:41:00', 0, '17:44:00', 0], ['Le Mans', '18:24:00', 0, '18:30:00', 0], ['Massy TGV', '19:18:00', 0, '19:26:00', 0], ['Lyon Part Dieu', '21:30:00', 0, '21:38:00', 0], ['Lyon Perrache', '21:47:00', 0, 0, 0]]",Nantes,Lyon Perrache,5320.0
OCESN6128F3160060:2024-09-17T00:20:00Z,20240917,17:04:00,20:32:00,"[['Marseille Saint-Charles', 0, 0, '17:09:00', 300], ['Aix-en-Provence TGV', '17:25:00', 600, '17:28:00', 600], ['Avignon TGV', '17:48:00', 600, '17:51:00', 600], ['Paris Gare de Lyon Hall 1 - 2', '20:32:00', 600, 0, 0]]",Marseille Saint-Charles,Paris Gare de Lyon Hall 1 - 2,6128.0
OCESN8144F3162842:2024-09-13T00:21:10Z,20240917,17:08:00,19:16:00,"[['Nantes', 0, 0, '17:08:00', 0], ['Angers Saint-Laud', '17:45:00', 0, '17:48:00', 0], ['Paris Montparnasse Hall 1 - 2', '19:16:00', 0, 0, 0]]",Nantes,Paris Montparnasse Hall 1 - 2,8144.0
OCESN8418F2666909:2024-09-12T00:21:23Z,20240917,17:08:00,19:24:00,"[['Bordeaux Saint-Jean', 0, 0, '17:08:00', 0], ['Massy TGV', '19:10:00', 0, '19:13:00', 0], ['Paris Montparnasse Hall 1 - 2', '19:24:00', 0, 0, 0]]",Bordeaux Saint-Jean,Paris Montparnasse Hall 1 - 2,8418.0
OCESN9555F3422545:2024-09-17T00:20:00Z,20240917,17:09:00,21:37:00,"[['Paris Est', 0, 0, '17:09:00', 0], ['Sarrebruck', '18:57:00', 0, '18:59:00', 0], ['Kaiserslautern Hbf', '19:35:00', 0, '19:37:00', 0], ['Mannheim Hbf', '20:18:00', 0, '20:26:00', 0], ['Francfort sur le Main', '21:37:00', 0, 0, 0]]",Paris Est,Francfort sur le Main,9555.0
OCESN12267F3090729:2024-09-14T00:20:37Z,20240917,17:11:00,19:14:00,"[['Paris Montparnasse Hall 1 - 2', 0, 0, '17:11:00', 0], ['Bordeaux Saint-Jean', '19:14:00', 0, 0, 0]]",Paris Montparnasse Hall 1 - 2,Bordeaux Saint-Jean,12267.0
OCESN8517F3087988:2024-09-17T00:20:00Z,20240917,17:11:00,21:36:00,"[['Paris Montparnasse Hall 1 - 2', 0, 0, '17:11:00', 0], ['Bordeaux Saint-Jean', '19:14:00', 0, '19:20:00', 0], ['Agen', '20:23:00', 0, '20:26:00', 0], ['Montauban Ville Bourbon', '21:05:00', 0, '21:08:00', 0], ['Toulouse Matabiau', '21:36:00', 0, 0, 0]]",Paris Montparnasse Hall 1 - 2,Toulouse Matabiau,8517.0
OCESN5182F3133440:2024-07-31T00:26:32Z,20240917,17:12:00,22:08:00,"[['Montpellier Sud de France', 0, 0, '17:12:00', 0], ['Nîmes Pont du Gard', '17:30:00', 0, '17:33:00', 0], ['Valence TGV Rhône-Alpes Sud', '18:10:00', 0, '18:15:00', 0], ['Lyon Part Dieu', '18:50:00', 0, '19:10:00', 600], ['Marne-la-Vallée Chessy', '20:58:00', 600, '21:02:00', 600], ['Aéroport Charles de Gaulle 2 TGV', '21:12:00', 600, '21:17:00', 600], ['Lille Europe', '22:08:00', 600, 0, 0]]",Montpellier Sud de France,Lille Europe,5182.0
OCESN6923F3136018:2024-09-17T00:20:00Z,20240917,17:12:00,20:13:00,"[['Paris Gare de Lyon Hall 1 - 2', 0, 0, '17:12:00', 0], ['Lyon Saint-Exupéry TGV', '19:10:00', 300, '19:15:00', 300], ['Grenoble', '20:13:00', 0, 0, 0]]",Paris Gare de Lyon Hall 1 - 2,Grenoble,6923.0
OCESN7060F3317805:2024-09-16T00:23:36Z,20240917,17:12:00,18:14:00,"[['Lille Flandres', 0, 0, '17:12:00', 0], ['Paris Gare du Nord', '18:14:00', 0, 0, 0]]",Lille Flandres,Paris Gare du Nord,7060.0
OCESN9882F3131377:2024-07-31T00:26:32Z,20240917,17:12:00,22:53:00,"[['Marseille Saint-Charles', 0, 0, '17:12:00', 0], ['Aix-en-Provence TGV', '17:33:00', 600, '17:36:00', 600], ['Avignon TGV', '17:56:00', 600, '17:59:00', 600], ['Lyon Part Dieu', '19:04:00', 600, '19:10:00', 600], ['Marne-la-Vallée Chessy', '20:58:00', 600, '21:02:00', 600], ['Aéroport Charles de Gaulle 2 TGV', '21:12:00', 600, '21:17:00', 600], ['Lille Europe', '22:08:00', 600, '22:19:00', 600], ['Bruxelles Midi', '22:53:00', 600, 0, 0]]",Marseille Saint-Charles,Bruxelles Midi,9882.0
OCESN2515F3158729:2024-09-13T00:21:10Z,20240917,17:13:00,18:44:00,"[['Paris Est', 0, 0, '17:13:00', 0], ['Nancy', '18:44:00', 0, 0, 0]]",Paris Est,Nancy,2515.0
OCESN7057F355360:2024-09-15T00:19:40Z,20240917,17:15:00,18:18:00,"[['Paris Gare du Nord', 0, 0, '17:15:00', 0], ['Lille Flandres', '18:18:00', 0, 0, 0]]",Paris Gare du Nord,Lille Flandres,7057.0
OCESN8067F3134538:2024-09-16T00:23:36Z,20240917,17:15:00,19:09:00,"[['Paris Montparnasse Hall 1 - 2', 0, 0, '17:15:00', 0], ['Le Mans', '18:10:00', 0, '18:13:00', 0], ['Laval', '18:41:00', 0, '18:44:00', 0], ['Rennes', '19:09:00', 0, 0, 0]]",Paris Montparnasse Hall 1 - 2,Rennes,8067.0
OCESN5240F3139899:2024-09-17T00:20:00Z,20240917,17:16:00,22:02:00,"[['Lille Flandres', 0, 0, '17:16:00', 0], ['Aéroport Charles de Gaulle 2 TGV', '18:10:00', 0, '18:18:00', 0], ['Marne-la-Vallée Chessy', '18:27:00', 0, '18:32:00', 0], ['Massy TGV', '19:04:00', 0, '19:12:00', 0], ['Saint-Pierre-des-Corps', '20:03:00', 0, '20:07:00', 0], ['Poitiers', '20:39:00', 0, '20:42:00', 0], ['Angoulême', '21:22:00', 0, '21:25:00', 0], ['Bordeaux Saint-Jean', '22:02:00', 0, 0, 0]]",Lille Flandres,Bordeaux Saint-Jean,5240.0
OCESN7134F3338522:2024-09-15T00:19:40Z,20240917,17:16:00,19:09:00,"[['Valenciennes', 0, 0, '17:16:00', 0], ['Douai', '17:40:00', 0, '17:51:00', 0], ['Arras', '18:06:00', 0, '18:18:00', 0], ['Paris Gare du Nord', '19:09:00', 0, 0, 0]]",Valenciennes,Paris Gare du Nord,7134.0
OCESN8318F3092283:2024-09-14T00:20:37Z,20240917,17:17:00,18:36:00,"[['Tours', 0, 0, '17:17:00', 0], ['Saint-Pierre-des-Corps', '17:22:00', 0, '17:28:00', 0], ['Vendôme - Villiers-sur-Loir', '17:46:00', 0, '17:49:00', 0], ['Paris Montparnasse Hall 1 - 2', '18:36:00', 0, 0, 0]]",Tours,Paris Montparnasse Hall 1 - 2,8318.0
OCESN2062F3333756:2024-09-17T00:20:00Z,20240917,17:19:00,19:10:00,"[['Strasbourg', 0, 0, '17:24:00', 300], ['Paris Est', '19:10:00', 300, 0, 0]]",Strasbourg,Paris Est,2062.0
OCESN8344F3292494:2024-09-14T00:20:37Z,20240917,17:19:00,18:57:00,"[['Poitiers', 0, 0, '17:19:00', 0], ['Saint-Pierre-des-Corps', '17:52:00', 0, '17:56:00', 0], ['Paris Montparnasse Hall 1 - 2', '18:57:00', 0, 0, 0]]",Poitiers,Paris Montparnasse Hall 1 - 2,8344.0
OCESN8516F3100541:2024-07-09T00:30:04Z,20240917,17:19:00,21:54:00,"[['Toulouse Matabiau', 0, 0, '17:19:00', 0], ['Montauban Ville Bourbon', '17:54:00', 300, '17:57:00', 300], ['Agen', '18:36:00', 300, '18:39:00', 300], ['Bordeaux Saint-Jean', '19:45:00', 300, '19:51:00', 300], ['Paris Montparnasse Hall 1 - 2', '21:54:00', 300, 0, 0]]",Toulouse Matabiau,Paris Montparnasse Hall 1 - 2,8516.0
OCESN8642F3138035:2024-09-14T00:20:37Z,20240917,17:19:00,21:04:00,"[['Brest', 0, 0, '17:19:00', 0], ['Morlaix', '17:49:00', 0, '17:52:00', 0], ['Guingamp', '18:20:00', 0, '18:23:00', 0], ['Saint-Brieuc', '18:38:00', 0, '18:41:00', 0], ['Rennes', '19:29:00', 0, '19:35:00', 0], ['Paris Montparnasse Hall 1 - 2', '21:04:00', 0, 0, 0]]",Brest,Paris Montparnasse Hall 1 - 2,8642.0
OCESN6181F3087107:2024-09-11T00:21:43Z,20240917,17:22:00,21:37:00,"[['Paris Gare de Lyon Hall 1 - 2', 0, 0, '17:22:00', 0], ['Aix-en-Provence TGV', '20:17:00', 0, '20:20:00', 0], ['Marseille Saint-Charles', '20:32:00', 0, '20:48:00', 0], ['Toulon', '21:37:00', 0, 0, 0]]",Paris Gare de Lyon Hall 1 - 2,Toulon,6181.0
OCESN6198F3139731:2024-09-17T00:20:00Z,20240917,17:22:00,21:56:00,"[['Miramas', 0, 0, '17:37:00', 900], ['Arles', '17:55:00', 900, '17:58:00', 900], ['Avignon Centre', '18:15:00', 900, '18:18:00', 900], ['Orange', '18:27:00', 600, '18:30:00', 600], ['Montélimar', '18:55:00', 600, '18:58:00', 600], ['Valence Ville', '19:20:00', 600, '19:23:00', 600], ['Lyon Saint-Exupéry TGV', '19:52:00', 600, '20:04:00', 600], ['Paris Gare de Lyon Hall 1 - 2', '21:56:00', 600, 0, 0]]",Miramas,Paris Gare de Lyon Hall 1 - 2,6198.0
OCESN8817F2313312:2024-09-15T00:19:40Z,20240917,17:23:00,19:20:00,"[['Paris Montparnasse Hall 1 - 2', 0, 0, '17:23:00', 0], ['Nantes', '19:20:00', 0, 0, 0]]",Paris Montparnasse Hall 1 - 2,Nantes,8817.0
OCESN2061F3438185:2024-09-17T00:20:00Z,20240917,17:24:00,19:11:00,"[['Paris Est', 0, 0, '17:24:00', 0], ['Strasbourg', '19:11:00', 0, 0, 0]]",Paris Est,Strasbourg,2061.0
OCESN9591F3437074:2024-09-17T00:20:00Z,20240917,17:24:00,20:26:00,"[['Paris Est', 0, 0, '17:24:00', 0], ['Strasbourg', '19:11:00', 0, '19:18:00', 0], ['Offenburg', '19:39:00', 0, '19:43:00', 0], ['Lahr (Schwarzw)', '19:54:00', 0, '19:55:00', 0], ['Ringsheim', '20:02:00', 0, '20:03:00', 0], ['Freiburg (Breisgau) Hbf', '20:26:00', 0, 0, 0]]",Paris Est,Freiburg (Breisgau) Hbf,9591.0
OCESN6663F3159945:2024-09-15T00:19:40Z,20240917,17:26:00,19:36:00,"[['Paris Gare de Lyon Hall 1 - 2', 0, 0, '17:26:00', 0], ['Lyon Part Dieu', '19:22:00', 0, '19:28:00', 0], ['Lyon Perrache', '19:36:00', 0, 0, 0]]",Paris Gare de Lyon Hall 1 - 2,Lyon Perrache,6663.0
OCESN8365F2666738:2024-09-13T00:21:10Z,20240917,17:27:00,20:00:00,"[['Paris Montparnasse Hall 1 - 2', 0, 0, '17:27:00', 0], ['Niort', '19:20:00', 0, '19:23:00', 0], ['La Rochelle', '20:00:00', 0, 0, 0]]",Paris Montparnasse Hall 1 - 2,La Rochelle,8365.0
OCESN2680F3378284:2024-09-17T00:20:00Z,20240917,17:28:00,19:01:00,"[['Metz', 0, 0, '17:28:00', 0], ['Champagne-Ardenne TGV', '18:16:00', 0, '18:19:00', 0], ['Paris Est', '19:01:00', 0, 0, 0]]",Metz,Paris Est,2680.0
OCESN2747F3171538:2024-09-17T00:20:00Z,20240917,17:28:00,18:14:00,"[['Paris Est', 0, 0, '17:28:00', 0], ['Reims', '18:14:00', 0, 0, 0]]",Paris Est,Reims,2747.0
OCESN5338F3160795:2024-09-17T00:20:00Z,20240917,17:30:00,21:47:00,"[['Rennes', 0, 0, '17:30:00', 0], ['Le Mans', '18:20:00', 0, '18:30:00', 0], ['Massy TGV', '19:18:00', 0, '19:26:00', 0], ['Lyon Part Dieu', '21:30:00', 0, '21:38:00', 0], ['Lyon Perrache', '21:47:00', 0, 0, 0]]",Rennes,Lyon Perrache,5338.0
OCESN8315F2667065:2024-09-14T00:20:37Z,20240917,17:31:00,18:48:00,"[['Paris Montparnasse Hall 1 - 2', 0, 0, '17:31:00', 0], ['Vendôme - Villiers-sur-Loir', '18:13:00', 0, '18:16:00', 0], ['Saint-Pierre-des-Corps', '18:35:00', 0, '18:42:00', 0], ['Tours', '18:48:00', 0, 0, 0]]",Paris Montparnasse Hall 1 - 2,Tours,8315.0
OCESN8355F3097481:2024-09-14T00:20:37Z,20240917,17:31:00,19:11:00,"[['Paris Montparnasse Hall 1 - 2', 0, 0, '17:31:00', 0], ['Vendôme - Villiers-sur-Loir', '18:13:00', 0, '18:16:00', 0], ['Saint-Pierre-des-Corps', '18:35:00', 0, '18:39:00', 0], ['Poitiers', '19:11:00', 0, 0, 0]]",Paris Montparnasse Hall 1 - 2,Poitiers,8355.0
OCESN7824F3132419:2024-05-04T00:34:18Z,20240917,17:32:00,20:53:00,"[['Marseille Saint-Charles', 0, 0, '17:32:00', 0], ['Aix-en-Provence TGV', '17:47:00', 0, '17:50:00', 0], ['Avignon TGV', '18:09:00', 0, '18:12:00', 0], ['Paris Gare de Lyon Hall 1 - 2', '20:53:00', 0, 0, 0]]",Marseille Saint-Charles,Paris Gare de Lyon Hall 1 - 2,7824.0
OCESN8816F1960198:2024-09-14T00:20:37Z,20240917,17:36:00,19:38:00,"[['Nantes', 0, 0, '17:36:00', 0], ['Paris Montparnasse Hall 1 - 2', '19:38:00', 0, 0, 0]]",Nantes,Paris Montparnasse Hall 1 - 2,8816.0
OCESN6123F2586811:2024-09-15T00:19:40Z,20240917,17:38:00,20:57:00,"[['Paris Gare de Lyon Hall 1 - 2', 0, 0, '17:38:00', 0], ['Avignon TGV', '20:17:00', 0, '20:20:00', 0], ['Aix-en-Provence TGV', '20:41:00', 0, '20:44:00', 0], ['Marseille Saint-Charles', '20:57:00', 0, 0, 0]]",Paris Gare de Lyon Hall 1 - 2,Marseille Saint-Charles,6123.0
OCESN6875F3159726:2024-09-16T00:23:36Z,20240917,17:38:00,21:36:00,"[['Toulouse Matabiau', 0, 0, '17:38:00', 0], ['Carcassonne', '18:23:00', 0, '18:26:00', 0], ['Narbonne', '18:54:00', 0, '18:57:00', 0], ['Béziers', '19:10:00', 0, '19:13:00', 0], ['Sète', '19:34:00', 0, '19:37:00', 0], ['Montpellier Sud de France', '19:53:00', 0, '19:57:00', 0], ['Nîmes Pont du Gard', '20:15:00', 0, '20:18:00', 0], ['Valence TGV Rhône-Alpes Sud', '20:54:00', 0, '20:57:00', 0], ['Lyon Part Dieu', '21:36:00', 0, 0, 0]]",Toulouse Matabiau,Lyon Part Dieu,6875.0
OCESN9560F3364738:2024-09-17T00:20:00Z,20240917,17:38:00,20:43:00,"[['Mannheim Hbf', 0, 0, '17:38:00', 0], ['Karlsruhe Hbf', '18:04:00', 0, '18:05:00', 0], ['Strasbourg', '18:48:00', 0, '18:57:00', 0], ['Paris Est', '20:43:00', 0, 0, 0]]",Mannheim Hbf,Paris Est,9560.0
OCESN2833F3269304:2024-07-06T00:31:25Z,20240917,17:39:00,19:52:00,"[['Paris Est', 0, 0, '17:39:00', 0], ['Metz', '19:04:00', 0, '19:10:00', 0], ['Thionville', '19:27:00', 0, '19:30:00', 0], ['Luxembourg', '19:52:00', 0, 0, 0]]",Paris Est,Luxembourg,2833.0
OCESN7616F2666526:2024-09-17T00:20:00Z,20240917,17:39:00,21:49:00,"[['Quimper', 0, 0, '17:39:00', 0], ['Lorient', '18:11:00', 0, '18:14:00', 0], ['Auray', '18:30:00', 0, '18:33:00', 0], ['Vannes', '18:43:00', 0, '18:46:00', 0], ['Rennes', '19:44:00', 0, '19:48:00', 0], ['Laval', '20:12:00', 0, '20:15:00', 0], ['Le Mans', '20:45:00', 0, '20:48:00', 0], ['Paris Montparnasse Hall 1 - 2', '21:49:00', 0, 0, 0]]",Quimper,Paris Montparnasse Hall 1 - 2,7616.0
OCESN8895F3085747:2024-09-15T00:19:40Z,20240917,17:39:00,18:33:00,"[['Paris Montparnasse Hall 1 - 2', 0, 0, '17:39:00', 0], ['Le Mans', '18:33:00', 0, 0, 0]]",Paris Montparnasse Hall 1 - 2,Le Mans,8895.0
OCESN6225F3097097:2024-09-16T00:23:36Z,20240917,17:42:00,22:58:00,"[['Paris Gare de Lyon Hall 1 - 2', 0, 0, '17:42:00', 0], ['Valence TGV Rhône-Alpes Sud', '19:55:00', 0, '19:58:00', 0], ['Nîmes Centre', '20:42:00', 0, '20:46:00', 0], ['Montpellier Saint-Roch', '21:11:00', 0, '21:17:00', 0], ['Sète', '21:33:00', 0, '21:36:00', 0], ['Agde', '21:48:00', 0, '21:51:00', 0], ['Béziers', '22:03:00', 0, '22:06:00', 0], ['Narbonne', '22:19:00', 0, '22:22:00', 0], ['Perpignan', '22:58:00', 0, 0, 0]]",Paris Gare de Lyon Hall 1 - 2,Perpignan,6225.0
OCESN8088F3164612:2024-09-14T00:20:37Z,20240917,17:42:00,20:15:00,"[['Saint-Malo', 0, 0, '17:42:00', 0], ['Dol-de-Bretagne', '17:55:00', 0, '17:58:00', 0], ['Rennes', '18:29:00', 0, '18:35:00', 0], ['Laval', '19:00:00', 0, '19:03:00', 0], ['Paris Montparnasse Hall 1 - 2', '20:15:00', 0, 0, 0]]",Saint-Malo,Paris Montparnasse Hall 1 - 2,8088.0
