trip_headsign,Departure Date,Departure Time,Origin,Arrival Time,Destination,Stops
8549,2024-08-12,16:11:00,Paris Montparnasse Hall 1 - 2,20:55:00,Hendaye,"[['Paris Montparnasse Hall 1 - 2', 0, 0, '16:11:00', 0], ['Bordeaux Saint-Jean', '18:14:00', 0, '18:20:00', 0], ['Dax', '19:34:00', 0, '19:38:00', 0], ['Bayonne', '20:10:00', 0, '20:13:00', 0], ['Biarritz', '20:22:00', 0, '20:25:00', 0], ['Saint-Jean-de-Luz - Ciboure', '20:39:00', 0, '20:41:00', 0], ['Hendaye', '20:55:00', 0, 0, 0]]"
2080,2024-08-12,16:15:00,Strasbourg,21:51:00,Marseille Saint-Charles,"[['Strasbourg', 0, 0, '16:15:00', 0], ['Mulhouse', '17:10:00', 300, '17:14:00', 300], ['Belfort - Montbéliard TGV', '17:36:00', 300, '17:39:00', 300], ['Besançon Franche-Comté TGV', '18:00:00', 300, '18:03:00', 300], ['Chalon-sur-Saône', '18:58:00', 300, '19:01:00', 300], ['Lyon Part Dieu', '20:01:00', 300, '20:11:00', 300], ['Avignon TGV', '21:14:00', 300, '21:17:00', 300], ['Aix-en-Provence TGV', '21:36:00', 300, '21:39:00', 300], ['Marseille Saint-Charles', '21:51:00', 300, 0, 0]]"
8636,2024-08-12,16:15:00,Brest,20:15:00,Paris Montparnasse Hall 1 - 2,"[['Brest', 0, 0, '16:15:00', 0], ['Morlaix', '16:44:00', 0, '16:48:00', 0], ['Guingamp', '17:14:00', 0, '17:16:00', 0], ['Saint-Brieuc', '17:31:00', 0, '17:34:00', 0], ['Lamballe', '17:43:00', 0, '17:46:00', 0], ['Rennes', '18:25:00', 0, '18:35:00', 0], ['Laval', '19:00:00', 0, '19:03:00', 0], ['Paris Montparnasse Hall 1 - 2', '20:15:00', 0, 0, 0]]"
7130,2024-08-12,16:16:00,Valenciennes,18:13:00,Paris Gare du Nord,"[['Valenciennes', 0, 0, '16:16:00', 0], ['Douai', '16:45:00', 300, '16:56:00', 300], ['Arras', '17:11:00', 300, '17:23:00', 300], ['Paris Gare du Nord', '18:13:00', 300, 0, 0]]"
7693,2024-08-12,16:16:00,Paris Est,19:00:00,Strasbourg,"[['Paris Est', 0, 0, '16:16:00', 0], ['Metz', '17:41:00', 0, '18:04:00', 0], ['Strasbourg', '19:00:00', 0, 0, 0]]"
8488,2024-08-12,16:18:00,Bordeaux Saint-Jean,19:30:00,Paris Montparnasse Hall 1 - 2,"[['Bordeaux Saint-Jean', 0, 0, '16:18:00', 0], ['Libourne', '16:39:00', 0, '16:42:00', 0], ['Angoulême', '17:23:00', 0, '17:26:00', 0], ['Poitiers', '18:04:00', 0, '18:09:00', 0], ['Paris Montparnasse Hall 1 - 2', '19:30:00', 0, 0, 0]]"
9777,2024-08-12,16:18:00,Paris Gare de Lyon Hall 1 - 2,19:29:00,Geneve,"[['Paris Gare de Lyon Hall 1 - 2', 0, 0, '16:18:00', 0], ['Bourg-en-Bresse', '18:09:00', 0, '18:12:00', 0], ['Bellegarde', '19:00:00', 0, '19:03:00', 0], ['Geneve', '19:29:00', 0, 0, 0]]"
2872,2024-08-12,16:19:00,Bettembourg,18:51:00,Paris Est,"[['Bettembourg', 0, 0, '16:19:00', 0], ['Thionville', '16:31:00', 0, '16:34:00', 0], ['Metz', '17:02:00', 600, '17:07:00', 600], ['Champagne-Ardenne TGV', '18:06:00', 1200, '18:09:00', 1200], ['Paris Est', '18:51:00', 1200, 0, 0]]"
8342,2024-08-12,16:19:00,Poitiers,19:33:00,Paris Montparnasse Hall 1 - 2,"[['Poitiers', 0, 0, '17:19:00', 3600], ['Futuroscope', '17:27:00', 3600, '17:30:00', 3600], ['Châtellerault', '17:41:00', 3600, '17:44:00', 3600], ['Saint-Pierre-des-Corps', '18:15:00', 3600, '18:28:00', 3600], ['Vendôme - Villiers-sur-Loir', '18:46:00', 3600, '18:49:00', 3600], ['Paris Montparnasse Hall 1 - 2', '19:33:00', 3600, 0, 0]]"
8472,2024-08-12,16:19:00,Arcachon,19:24:00,Paris Montparnasse Hall 1 - 2,"[['Arcachon', 0, 0, '16:19:00', 0], ['Biganos Facture', '16:38:00', 300, '16:41:00', 300], ['Bordeaux Saint-Jean', '17:01:00', 0, '17:07:00', 0], ['Massy TGV', '19:09:00', 0, '19:12:00', 0], ['Paris Montparnasse Hall 1 - 2', '19:24:00', 0, 0, 0]]"
9219,2024-08-12,16:22:00,Paris Gare de Lyon Hall 1 - 2,20:26:00,Zuerich HB,"[['Paris Gare de Lyon Hall 1 - 2', 0, 0, '16:22:00', 0], ['Belfort - Montbéliard TGV', '18:38:00', 0, '18:41:00', 0], ['Mulhouse', '19:03:00', 0, '19:06:00', 0], ['Basel SBB', '19:26:00', 0, '19:33:00', 0], ['Zuerich HB', '20:26:00', 0, 0, 0]]"
9270,2024-08-12,16:23:00,Lausanne,20:44:00,Paris Gare de Lyon Hall 1 - 2,"[['Lausanne', 0, 0, '16:23:00', 0], ['Vallorbe', '16:57:00', 0, '17:00:00', 0], ['Frasne', '17:16:00', 0, '17:58:00', 2400], ['Dijon', '19:03:00', 2400, '19:07:00', 2400], ['Paris Gare de Lyon Hall 1 - 2', '20:44:00', 2400, 0, 0]]"
2544,2024-08-12,16:24:00,Nancy,18:08:00,Paris Est,"[['Nancy', 0, 0, '16:24:00', 0], ['Champagne-Ardenne TGV', '17:23:00', 300, '17:26:00', 300], ['Paris Est', '18:08:00', 300, 0, 0]]"
9776,2024-08-12,16:24:00,Geneve,19:42:00,Paris Gare de Lyon Hall 1 - 2,"[['Geneve', 0, 0, '16:24:00', 0], ['Bellegarde', '16:54:00', 0, '17:02:00', 0], ['Bourg-en-Bresse', '17:49:00', 0, '17:52:00', 0], ['Paris Gare de Lyon Hall 1 - 2', '19:42:00', 0, 0, 0]]"
8074,2024-08-12,16:31:00,Rennes,18:48:00,Paris Montparnasse Hall 1 - 2,"[['Rennes', 0, 0, '16:31:00', 0], ['Vitré', '16:55:00', 0, '16:57:00', 0], ['Laval', '17:14:00', 0, '17:17:00', 0], ['Le Mans', '17:46:00', 0, '17:49:00', 0], ['Paris Montparnasse Hall 1 - 2', '18:48:00', 0, 0, 0]]"
8313,2024-08-12,16:31:00,Paris Montparnasse Hall 1 - 2,17:44:00,Tours,"[['Paris Montparnasse Hall 1 - 2', 0, 0, '16:31:00', 0], ['Vendôme - Villiers-sur-Loir', '17:13:00', 0, '17:16:00', 0], ['Saint-Pierre-des-Corps', '17:35:00', 0, '17:38:00', 0], ['Tours', '17:44:00', 0, 0, 0]]"
6121,2024-08-12,16:38:00,Paris Gare de Lyon Hall 1 - 2,19:56:00,Marseille Saint-Charles,"[['Paris Gare de Lyon Hall 1 - 2', 0, 0, '16:38:00', 0], ['Avignon TGV', '19:17:00', 0, '19:20:00', 0], ['Aix-en-Provence TGV', '19:41:00', 0, '19:44:00', 0], ['Marseille Saint-Charles', '19:56:00', 0, 0, 0]]"
8881,2024-08-12,16:39:00,Paris Montparnasse Hall 1 - 2,18:58:00,Nantes,"[['Paris Montparnasse Hall 1 - 2', 0, 0, '16:39:00', 0], ['Le Mans', '17:33:00', 0, '17:36:00', 0], ['Angers Saint-Laud', '18:14:00', 0, '18:17:00', 0], ['Nantes', '18:58:00', 0, 0, 0]]"
5358,2024-08-12,16:41:00,Montpellier Sud de France,23:10:00,Nantes,"[['Montpellier Sud de France', 0, 0, '16:41:00', 0], ['Nîmes Pont du Gard', '16:59:00', 0, '17:02:00', 0], ['Valence TGV Rhône-Alpes Sud', '17:39:00', 0, '17:44:00', 0], ['Lyon Part Dieu', '18:19:00', 0, '18:30:00', 0], ['Massy TGV', '20:32:00', 0, '20:40:00', 0], ['Saint-Pierre-des-Corps', '21:32:00', 0, '21:36:00', 0], ['Saumur', '22:06:00', 0, '22:09:00', 0], ['Angers Saint-Laud', '22:30:00', 0, '22:33:00', 0], ['Nantes', '23:10:00', 0, 0, 0]]"
6696,2024-08-12,16:44:00,Saint-Étienne Châteaucreux,19:34:00,Paris Gare de Lyon Hall 1 - 2,"[['Saint-Étienne Châteaucreux', 0, 0, '16:44:00', 0], ['Lyon Part Dieu', '17:25:00', 0, '17:38:00', 0], ['Paris Gare de Lyon Hall 1 - 2', '19:34:00', 0, 0, 0]]"
7832,2024-08-12,16:44:00,Marseille Saint-Charles,20:18:00,Aéroport Charles de Gaulle 2 TGV,"[['Marseille Saint-Charles', 0, 0, '16:44:00', 0], ['Avignon TGV', '17:15:00', 0, '17:18:00', 0], ['Lyon Saint-Exupéry TGV', '18:11:00', 0, '18:15:00', 0], ['Marne-la-Vallée Chessy', '20:03:00', 0, '20:08:00', 0], ['Aéroport Charles de Gaulle 2 TGV', '20:18:00', 0, 0, 0]]"
2362,2024-08-12,16:45:00,Colmar,19:05:00,Paris Est,"[['Colmar', 0, 0, '16:45:00', 0], ['Strasbourg', '17:13:00', 0, '17:19:00', 0], ['Paris Est', '19:05:00', 0, 0, 0]]"
6922,2024-08-12,16:47:00,Grenoble,19:46:00,Paris Gare de Lyon Hall 1 - 2,"[['Grenoble', 0, 0, '16:47:00', 0], ['Lyon Saint-Exupéry TGV', '17:49:00', 0, '17:54:00', 0], ['Paris Gare de Lyon Hall 1 - 2', '19:46:00', 0, 0, 0]]"
9572,2024-08-12,16:49:00,Strasbourg,18:35:00,Paris Est,"[['Strasbourg', 0, 0, '16:49:00', 0], ['Paris Est', '18:35:00', 0, 0, 0]]"
6626,2024-08-12,16:50:00,Lyon Perrache,19:00:00,Paris Gare de Lyon Hall 1 - 2,"[['Lyon Perrache', 0, 0, '16:50:00', 0], ['Lyon Part Dieu', '16:58:00', 0, '17:04:00', 0], ['Paris Gare de Lyon Hall 1 - 2', '19:00:00', 0, 0, 0]]"
6745,2024-08-12,16:52:00,Paris Gare de Lyon Hall 1 - 2,21:06:00,Besançon Viotte,"[['Paris Gare de Lyon Hall 1 - 2', 0, 0, '18:32:00', 6000], ['Montbard', '19:34:00', 6000, '19:37:00', 6000], ['Dijon', '20:11:00', 6000, '20:15:00', 6000], ['Dole', '20:38:00', 6000, '20:41:00', 6000], ['Besançon Viotte', '21:06:00', 6000, 0, 0]]"
7377,2024-08-12,16:52:00,Paris Gare du Nord,19:04:00,Dunkerque,"[['Paris Gare du Nord', 0, 0, '16:52:00', 0], ['Arras', '17:40:00', 0, '17:50:00', 0], ['Lens', '18:02:00', 0, '18:05:00', 0], ['Béthune', '18:16:00', 0, '18:19:00', 0], ['Hazebrouck', '18:39:00', 0, '18:42:00', 0], ['Dunkerque', '19:04:00', 0, 0, 0]]"
7577,2024-08-12,16:52:00,Paris Gare du Nord,19:14:00,Boulogne sur Mer,"[['Paris Gare du Nord', 0, 0, '16:52:00', 0], ['Arras', '17:40:00', 0, '17:44:00', 0], ['Lille Europe', '18:07:00', 0, '18:15:00', 0], ['Calais - Fréthun', '18:43:00', 0, '18:54:00', 0], ['Boulogne sur Mer', '19:14:00', 0, 0, 0]]"
9502,2024-08-12,16:52:00,Stuttgart Hbf,20:57:00,Paris Est,"[['Stuttgart Hbf', 0, 0, '16:57:00', 300], ['Mannheim Hbf', '17:41:00', 300, '17:45:00', 300], ['Kaiserslautern Hbf', '18:26:00', 300, '18:27:00', 300], ['Sarrebruck', '19:04:00', 300, '19:05:00', 300], ['Paris Est', '20:57:00', 300, 0, 0]]"
8926,2024-08-12,16:53:00,Le Croisic,20:26:00,Paris Montparnasse Hall 1 - 2,"[['Le Croisic', 0, 0, '16:53:00', 0], ['La Baule-Escoublac', '17:01:00', 0, '17:07:00', 0], ['Saint-Nazaire', '17:21:00', 0, '17:24:00', 0], ['Nantes', '17:59:00', 0, '18:05:00', 0], ['Angers Saint-Laud', '18:41:00', 0, '18:44:00', 0], ['Sablé-sur-Sarthe', '19:04:00', 0, '19:06:00', 0], ['Le Mans', '19:27:00', 0, '19:30:00', 0], ['Paris Montparnasse Hall 1 - 2', '20:26:00', 0, 0, 0]]"
6277,2024-08-12,16:56:00,Paris Gare de Lyon Hall 1 - 2,21:58:00,Perpignan,"[['Paris Gare de Lyon Hall 1 - 2', 0, 0, '16:56:00', 0], ['Valence TGV Rhône-Alpes Sud', '19:06:00', 0, '19:11:00', 0], ['Nîmes Pont du Gard', '19:49:00', 0, '19:52:00', 0], ['Montpellier Sud de France', '20:11:00', 0, '20:17:00', 0], ['Sète', '20:31:00', 0, '20:34:00', 0], ['Agde', '20:47:00', 0, '20:50:00', 0], ['Béziers', '21:02:00', 0, '21:05:00', 0], ['Narbonne', '21:18:00', 0, '21:21:00', 0], ['Perpignan', '21:58:00', 0, 0, 0]]"
7882,2024-08-12,16:57:00,Perpignan,22:22:00,Paris Gare de Lyon Hall 1 - 2,"[['Perpignan', 0, 0, '16:57:00', 0], ['Narbonne', '17:36:00', 0, '17:39:00', 0], ['Béziers', '17:52:00', 0, '17:55:00', 0], ['Agde', '18:07:00', 0, '18:10:00', 0], ['Sète', '18:23:00', 0, '18:26:00', 0], ['Montpellier Saint-Roch', '18:45:00', 0, '18:50:00', 0], ['Nîmes Centre', '19:16:00', 0, '19:20:00', 0], ['Lyon Saint-Exupéry TGV', '20:22:00', 0, '20:25:00', 0], ['Paris Gare de Lyon Hall 1 - 2', '22:22:00', 0, 0, 0]]"
8629,2024-08-12,16:57:00,Paris Montparnasse Hall 1 - 2,20:39:00,Brest,"[['Paris Montparnasse Hall 1 - 2', 0, 0, '16:57:00', 0], ['Rennes', '18:25:00', 0, '18:33:00', 0], ['Saint-Brieuc', '19:17:00', 0, '19:20:00', 0], ['Guingamp', '19:34:00', 0, '19:36:00', 0], ['Morlaix', '20:03:00', 0, '20:06:00', 0], ['Brest', '20:39:00', 0, 0, 0]]"
8729,2024-08-12,16:57:00,Paris Montparnasse Hall 1 - 2,20:34:00,Quimper,"[['Paris Montparnasse Hall 1 - 2', 0, 0, '16:57:00', 0], ['Rennes', '18:25:00', 0, '18:29:00', 0], ['Vannes', '19:25:00', 0, '19:28:00', 0], ['Auray', '19:38:00', 0, '19:41:00', 0], ['Lorient', '19:57:00', 0, '20:00:00', 0], ['Quimper', '20:34:00', 0, 0, 0]]"
6180,2024-08-12,16:58:00,Nice-Ville,22:38:00,Paris Gare de Lyon Hall 1 - 2,"[['Nice-Ville', 0, 0, '16:58:00', 0], ['Antibes', '17:17:00', 0, '17:21:00', 0], ['Cannes', '17:29:00', 0, '17:33:00', 0], ['Les Arcs - Draguignan', '18:07:00', 0, '18:10:00', 0], ['Toulon', '18:44:00', 0, '18:48:00', 0], ['Avignon TGV', '19:54:00', 0, '19:57:00', 0], ['Paris Gare de Lyon Hall 1 - 2', '22:38:00', 0, 0, 0]]"
7660,2024-08-12,16:58:00,Bordeaux Saint-Jean,22:15:00,Tourcoing,"[['Bordeaux Saint-Jean', 0, 0, '16:58:00', 0], ['Angoulême', '17:33:00', 0, '17:36:00', 0], ['Poitiers', '18:17:00', 0, '18:20:00', 0], ['Saint-Pierre-des-Corps', '18:51:00', 0, '18:56:00', 0], ['Massy TGV', '19:47:00', 0, '19:55:00', 0], ['Marne-la-Vallée Chessy', '20:27:00', 0, '20:32:00', 0], ['Aéroport Charles de Gaulle 2 TGV', '20:41:00', 0, '20:47:00', 0], ['TGV Haute Picardie', '21:16:00', 0, '21:19:00', 0], ['Lille Flandres', '21:48:00', 0, '22:03:00', 0], ['Tourcoing', '22:15:00', 0, 0, 0]]"
8364,2024-08-12,16:59:00,La Rochelle,19:36:00,Paris Montparnasse Hall 1 - 2,"[['La Rochelle', 0, 0, '16:59:00', 0], ['Surgères', '17:17:00', 0, '17:20:00', 0], ['Niort', '17:38:00', 0, '17:41:00', 0], ['Paris Montparnasse Hall 1 - 2', '19:36:00', 0, 0, 0]]"
2752,2024-08-12,17:00:00,Reims,17:49:00,Paris Est,"[['Reims', 0, 0, '17:00:00', 0], ['Paris Est', '17:49:00', 0, 0, 0]]"
12291,2024-08-12,17:01:00,Paris Montparnasse Hall 1 - 2,18:35:00,Poitiers,"[['Paris Montparnasse Hall 1 - 2', 0, 0, '17:01:00', 0], ['Châtellerault', '18:14:00', 0, '18:17:00', 0], ['Poitiers', '18:35:00', 0, 0, 0]]"
5488,2024-08-12,17:01:00,Strasbourg,22:23:00,Nantes,"[['Strasbourg', 0, 0, '17:01:00', 0], ['Lorraine TGV', '17:39:00', 0, '17:42:00', 0], ['Meuse TGV', '18:01:00', 0, '18:09:00', 0], ['Champagne-Ardenne TGV', '18:33:00', 0, '18:36:00', 0], ['Aéroport Charles de Gaulle 2 TGV', '19:06:00', 0, '19:21:00', 0], ['Marne-la-Vallée Chessy', '19:30:00', 0, '19:34:00', 0], ['Massy TGV', '20:04:00', 0, '20:12:00', 0], ['Le Mans', '21:00:00', 0, '21:03:00', 0], ['Angers Saint-Laud', '21:40:00', 0, '21:43:00', 0], ['Nantes', '22:23:00', 0, 0, 0]]"
8449,2024-08-12,17:01:00,Paris Montparnasse Hall 1 - 2,20:01:00,Bordeaux Saint-Jean,"[['Paris Montparnasse Hall 1 - 2', 0, 0, '17:01:00', 0], ['Châtellerault', '18:14:00', 0, '18:17:00', 0], ['Poitiers', '18:35:00', 0, '18:38:00', 0], ['Angoulême', '19:18:00', 0, '19:21:00', 0], ['Bordeaux Saint-Jean', '20:01:00', 0, 0, 0]]"
9894,2024-08-12,17:01:00,Strasbourg,21:45:00,Bruxelles Midi,"[['Strasbourg', 0, 0, '17:01:00', 0], ['Lorraine TGV', '17:39:00', 0, '17:42:00', 0], ['Meuse TGV', '18:01:00', 0, '18:09:00', 0], ['Champagne-Ardenne TGV', '18:33:00', 0, '18:36:00', 0], ['Aéroport Charles de Gaulle 2 TGV', '19:06:00', 0, '19:12:00', 0], ['TGV Haute Picardie', '19:44:00', 0, '19:49:00', 0], ['Lille Europe', '20:16:00', 0, '20:40:00', 0], ['Bruxelles Midi', '21:45:00', 0, 0, 0]]"
5036,2024-08-12,17:03:00,Lille Europe,22:02:00,Montpellier Saint-Roch,"[['Lille Europe', 0, 0, '17:03:00', 0], ['Aéroport Charles de Gaulle 2 TGV', '17:54:00', 0, '17:59:00', 0], ['Marne-la-Vallée Chessy', '18:08:00', 0, '18:13:00', 0], ['Lyon Part Dieu', '20:00:00', 0, '20:10:00', 0], ['Valence TGV Rhône-Alpes Sud', '20:45:00', 0, '20:50:00', 0], ['Nîmes Centre', '21:33:00', 0, '21:36:00', 0], ['Montpellier Saint-Roch', '22:02:00', 0, 0, 0]]"
9836,2024-08-12,17:03:00,Lille Europe,22:02:00,Montpellier Saint-Roch,"[['Lille Europe', 0, 0, '17:03:00', 0], ['Aéroport Charles de Gaulle 2 TGV', '17:54:00', 0, '17:59:00', 0], ['Marne-la-Vallée Chessy', '18:08:00', 0, '18:13:00', 0], ['Lyon Part Dieu', '20:00:00', 0, '20:10:00', 0], ['Valence TGV Rhône-Alpes Sud', '20:45:00', 0, '20:50:00', 0], ['Nîmes Centre', '21:33:00', 0, '21:36:00', 0], ['Montpellier Saint-Roch', '22:02:00', 0, 0, 0]]"
5320,2024-08-12,17:04:00,Nantes,21:47:00,Lyon Perrache,"[['Nantes', 0, 0, '17:04:00', 0], ['Angers Saint-Laud', '17:41:00', 0, '17:44:00', 0], ['Le Mans', '18:24:00', 0, '18:30:00', 0], ['Massy TGV', '19:18:00', 0, '19:26:00', 0], ['Lyon Part Dieu', '21:30:00', 0, '21:38:00', 0], ['Lyon Perrache', '21:47:00', 0, 0, 0]]"
6128,2024-08-12,17:04:00,Marseille Saint-Charles,20:22:00,Paris Gare de Lyon Hall 1 - 2,"[['Marseille Saint-Charles', 0, 0, '17:04:00', 0], ['Aix-en-Provence TGV', '17:15:00', 0, '17:18:00', 0], ['Avignon TGV', '17:38:00', 0, '17:41:00', 0], ['Paris Gare de Lyon Hall 1 - 2', '20:22:00', 0, 0, 0]]"
12274,2024-08-12,17:07:00,Bordeaux Saint-Jean,19:24:00,Paris Montparnasse Hall 1 - 2,"[['Bordeaux Saint-Jean', 0, 0, '17:07:00', 0], ['Massy TGV', '19:09:00', 0, '19:12:00', 0], ['Paris Montparnasse Hall 1 - 2', '19:24:00', 0, 0, 0]]"
8144,2024-08-12,17:08:00,Nantes,19:12:00,Paris Montparnasse Hall 1 - 2,"[['Nantes', 0, 0, '17:08:00', 0], ['Angers Saint-Laud', '17:45:00', 0, '17:49:00', 0], ['Paris Montparnasse Hall 1 - 2', '19:12:00', 0, 0, 0]]"
9555,2024-08-12,17:09:00,Paris Est,21:37:00,Francfort sur le Main,"[['Paris Est', 0, 0, '17:09:00', 0], ['Sarrebruck', '18:57:00', 0, '18:59:00', 0], ['Kaiserslautern Hbf', '19:35:00', 0, '19:37:00', 0], ['Mannheim Hbf', '20:18:00', 0, '20:26:00', 0], ['Francfort sur le Main', '21:37:00', 0, 0, 0]]"
8517,2024-08-12,17:11:00,Paris Montparnasse Hall 1 - 2,21:32:00,Toulouse Matabiau,"[['Paris Montparnasse Hall 1 - 2', 0, 0, '17:11:00', 0], ['Bordeaux Saint-Jean', '19:14:00', 0, '19:20:00', 0], ['Agen', '20:21:00', 0, '20:24:00', 0], ['Montauban Ville Bourbon', '21:01:00', 0, '21:04:00', 0], ['Toulouse Matabiau', '21:32:00', 0, 0, 0]]"
5180,2024-08-12,17:12:00,Marseille Saint-Charles,21:59:00,Lille Europe,"[['Marseille Saint-Charles', 0, 0, '17:12:00', 0], ['Aix-en-Provence TGV', '17:23:00', 0, '17:26:00', 0], ['Avignon TGV', '17:46:00', 0, '17:49:00', 0], ['Lyon Part Dieu', '18:54:00', 0, '19:00:00', 0], ['Marne-la-Vallée Chessy', '20:47:00', 0, '20:51:00', 0], ['Aéroport Charles de Gaulle 2 TGV', '21:01:00', 0, '21:07:00', 0], ['Lille Europe', '21:59:00', 0, 0, 0]]"
7060,2024-08-12,17:12:00,Lille Flandres,18:14:00,Paris Gare du Nord,"[['Lille Flandres', 0, 0, '17:12:00', 0], ['Paris Gare du Nord', '18:14:00', 0, 0, 0]]"
9880,2024-08-12,17:12:00,Montpellier Sud de France,23:26:00,Bruxelles Midi,"[['Montpellier Sud de France', 0, 0, '17:12:00', 0], ['Nîmes Pont du Gard', '17:30:00', 0, '17:33:00', 0], ['Valence TGV Rhône-Alpes Sud', '18:10:00', 0, '18:15:00', 0], ['Lyon Part Dieu', '18:50:00', 0, '19:00:00', 0], ['Marne-la-Vallée Chessy', '20:47:00', 0, '20:51:00', 0], ['Aéroport Charles de Gaulle 2 TGV', '21:01:00', 0, '21:07:00', 0], ['Lille Europe', '21:59:00', 0, '22:22:00', 0], ['Bruxelles Midi', '23:26:00', 0, 0, 0]]"
2515,2024-08-12,17:13:00,Paris Est,18:44:00,Nancy,"[['Paris Est', 0, 0, '17:13:00', 0], ['Nancy', '18:44:00', 0, 0, 0]]"
7057,2024-08-12,17:15:00,Paris Gare du Nord,18:18:00,Lille Flandres,"[['Paris Gare du Nord', 0, 0, '17:15:00', 0], ['Lille Flandres', '18:18:00', 0, 0, 0]]"
7457,2024-08-12,17:15:00,Paris Gare du Nord,18:18:00,Lille Flandres,"[['Paris Gare du Nord', 0, 0, '17:15:00', 0], ['Lille Flandres', '18:18:00', 0, 0, 0]]"
8067,2024-08-12,17:15:00,Paris Montparnasse Hall 1 - 2,19:09:00,Rennes,"[['Paris Montparnasse Hall 1 - 2', 0, 0, '17:15:00', 0], ['Le Mans', '18:10:00', 0, '18:13:00', 0], ['Laval', '18:41:00', 0, '18:44:00', 0], ['Rennes', '19:09:00', 0, 0, 0]]"
5240,2024-08-12,17:16:00,Lille Flandres,22:02:00,Bordeaux Saint-Jean,"[['Lille Flandres', 0, 0, '17:16:00', 0], ['Aéroport Charles de Gaulle 2 TGV', '18:10:00', 0, '18:18:00', 0], ['Marne-la-Vallée Chessy', '18:27:00', 0, '18:32:00', 0], ['Massy TGV', '19:04:00', 0, '19:12:00', 0], ['Saint-Pierre-des-Corps', '20:03:00', 0, '20:07:00', 0], ['Poitiers', '20:39:00', 0, '20:42:00', 0], ['Angoulême', '21:22:00', 0, '21:25:00', 0], ['Bordeaux Saint-Jean', '22:02:00', 0, 0, 0]]"
6709,2024-08-12,17:18:00,Paris Gare de Lyon Hall 1 - 2,20:12:00,Mulhouse,"[['Paris Gare de Lyon Hall 1 - 2', 0, 0, '17:18:00', 0], ['Dijon', '18:52:00', 0, '18:56:00', 0], ['Besançon Franche-Comté TGV', '19:22:00', 0, '19:25:00', 0], ['Belfort - Montbéliard TGV', '19:46:00', 0, '19:49:00', 0], ['Mulhouse', '20:12:00', 0, 0, 0]]"
8516,2024-08-12,17:19:00,Toulouse Matabiau,21:49:00,Paris Montparnasse Hall 1 - 2,"[['Toulouse Matabiau', 0, 0, '17:19:00', 0], ['Montauban Ville Bourbon', '17:49:00', 0, '17:52:00', 0], ['Agen', '18:28:00', 0, '18:31:00', 0], ['Bordeaux Saint-Jean', '19:40:00', 0, '19:46:00', 0], ['Paris Montparnasse Hall 1 - 2', '21:49:00', 0, 0, 0]]"
6181,2024-08-12,17:22:00,Paris Gare de Lyon Hall 1 - 2,22:55:00,Nice-Ville,"[['Paris Gare de Lyon Hall 1 - 2', 0, 0, '17:22:00', 0], ['Aix-en-Provence TGV', '20:17:00', 0, '20:20:00', 0], ['Toulon', '21:11:00', 0, '21:15:00', 0], ['Saint-Raphaël Valescure', '22:01:00', 0, '22:04:00', 0], ['Cannes', '22:26:00', 0, '22:31:00', 0], ['Antibes', '22:39:00', 0, '22:42:00', 0], ['Nice-Ville', '22:55:00', 0, 0, 0]]"
6198,2024-08-12,17:22:00,Miramas,21:46:00,Paris Gare de Lyon Hall 1 - 2,"[['Miramas', 0, 0, '17:22:00', 0], ['Arles', '17:40:00', 0, '17:43:00', 0], ['Avignon Centre', '18:00:00', 0, '18:04:00', 0], ['Orange', '18:18:00', 0, '18:21:00', 0], ['Montélimar', '18:46:00', 0, '18:49:00', 0], ['Valence Ville', '19:10:00', 0, '19:13:00', 0], ['Lyon Saint-Exupéry TGV', '19:42:00', 0, '19:54:00', 0], ['Paris Gare de Lyon Hall 1 - 2', '21:46:00', 0, 0, 0]]"
8642,2024-08-12,17:22:00,Brest,21:04:00,Paris Montparnasse Hall 1 - 2,"[['Brest', 0, 0, '17:22:00', 0], ['Morlaix', '17:51:00', 0, '17:54:00', 0], ['Guingamp', '18:20:00', 0, '18:23:00', 0], ['Saint-Brieuc', '18:38:00', 0, '18:41:00', 0], ['Rennes', '19:29:00', 0, '19:35:00', 0], ['Paris Montparnasse Hall 1 - 2', '21:04:00', 0, 0, 0]]"
9591,2024-08-12,17:24:00,Paris Est,20:26:00,Freiburg (Breisgau) Hbf,"[['Paris Est', 0, 0, '17:24:00', 0], ['Strasbourg', '19:11:00', 0, '19:18:00', 0], ['Offenburg', '19:39:00', 0, '19:43:00', 0], ['Lahr (Schwarzw)', '19:54:00', 0, '19:55:00', 0], ['Ringsheim', '20:02:00', 0, '20:03:00', 0], ['Freiburg (Breisgau) Hbf', '20:26:00', 0, 0, 0]]"
8586,2024-08-12,17:26:00,Tarbes,22:53:00,Paris Montparnasse Hall 1 - 2,"[['Tarbes', 0, 0, '17:31:00', 300], ['Lourdes', '17:46:00', 300, '17:51:00', 0], ['Pau', '18:17:00', 0, '18:20:00', 0], ['Orthez', '18:43:00', 0, '18:46:00', 0], ['Dax', '19:16:00', 0, '19:26:00', 0], ['Bordeaux Saint-Jean', '20:42:00', 0, '20:50:00', 0], ['Paris Montparnasse Hall 1 - 2', '22:53:00', 0, 0, 0]]"
2747,2024-08-12,17:28:00,Paris Est,18:14:00,Reims,"[['Paris Est', 0, 0, '17:28:00', 0], ['Reims', '18:14:00', 0, 0, 0]]"
