route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
FR:Line::A74B127A-8882-4043-BAAA-F49A6703DE54:,000001,OCESN12213F3090511:2024-07-05T00:31:08Z,12213,1,1,
FR:Line::A74B127A-8882-4043-BAAA-F49A6703DE54:,000002,OCESN12213F3090751:2024-07-30T00:27:16Z,12213,1,2,
FR:Line::A74B127A-8882-4043-BAAA-F49A6703DE54:,000003,OCESN12213F3090752:2024-07-23T00:28:40Z,12213,1,3,
FR:Line::A74B127A-8882-4043-BAAA-F49A6703DE54:,000004,OCESN12213F3091104:2024-04-16T00:31:58Z,12213,1,4,
FR:Line::A74B127A-8882-4043-BAAA-F49A6703DE54:,000005,OCESN12213F3094116:2024-07-28T00:29:53Z,12213,1,5,
FR:Line::A74B127A-8882-4043-BAAA-F49A6703DE54:,000006,OCESN12213F3094117:2024-04-16T00:31:58Z,12213,1,6,
FR:Line::A74B127A-8882-4043-BAAA-F49A6703DE54:,000007,OCESN12213F3097003:2024-07-05T00:31:08Z,12213,1,7,
FR:Line::75E9980B-E8DF-4696-8E87-123692055B00:,000008,OCESN12234F3091205:2024-08-03T00:27:44Z,12234,1,8,
FR:Line::75E9980B-E8DF-4696-8E87-123692055B00:,000009,OCESN12234F3091206:2024-07-27T00:41:07Z,12234,1,9,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000010,OCESN12244F3090436:2024-07-27T00:41:07Z,12244,0,10,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000011,OCESN12244F3090438:2024-07-27T00:41:07Z,12244,0,11,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000012,OCESN12244F3133852:2024-08-03T00:27:44Z,12244,0,12,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000013,OCESN12246F3285340:2024-07-27T00:41:07Z,12246,0,13,
FR:Line::75E9980B-E8DF-4696-8E87-123692055B00:,000012,OCESN12249F3272642:2024-08-03T00:27:44Z,12249,0,14,
FR:Line::75E9980B-E8DF-4696-8E87-123692055B00:,000014,OCESN12249F3272643:2024-07-27T00:41:07Z,12249,0,15,
FR:Line::75E9980B-E8DF-4696-8E87-123692055B00:,000015,OCESN12249F3272912:2024-07-30T00:27:16Z,12249,0,16,
FR:Line::75E9980B-E8DF-4696-8E87-123692055B00:,000016,OCESN12249F3298808:2024-07-10T00:42:13Z,12249,0,17,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000017,OCESN12250F2148759:2024-07-27T00:41:07Z,12250,0,18,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000018,OCESN12250F2470376:2024-07-27T00:41:07Z,12250,0,19,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000019,OCESN12250F2586064:2024-07-27T00:41:07Z,12250,0,20,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000020,OCESN12250F3090954:2024-07-27T00:41:07Z,12250,0,21,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000021,OCESN12250F3153561:2024-07-29T00:29:58Z,12250,0,22,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000010,OCESN12251F2181625:2024-07-27T00:41:07Z,12251,1,23,
FR:Line::75E9980B-E8DF-4696-8E87-123692055B00:,000022,OCESN12253F3092201:2024-07-31T00:26:32Z,12253,0,24,
FR:Line::75E9980B-E8DF-4696-8E87-123692055B00:,000023,OCESN12253F3092202:2024-07-24T00:30:14Z,12253,0,25,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000024,OCESN12254F2898469:2024-08-03T00:27:44Z,12254,0,26,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000025,OCESN12254F2898534:2024-07-30T00:27:16Z,12254,0,27,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000026,OCESN12254F2899411:2024-07-27T00:41:07Z,12254,0,28,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000019,OCESN12254F3153367:2024-07-27T00:41:07Z,12254,0,29,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000027,OCESN12254F3153369:2024-08-02T00:28:48Z,12254,0,30,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000010,OCESN12254F3217728:2024-07-27T00:41:07Z,12254,0,31,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000028,OCESN12254F3217729:2024-07-27T00:41:07Z,12254,0,32,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000029,OCESN12254F3217730:2024-07-27T00:41:07Z,12254,0,33,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000010,OCESN12255F3094736:2024-07-27T00:41:07Z,12255,1,34,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000010,OCESN12258F3133673:2024-07-27T00:41:07Z,12258,0,35,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000011,OCESN12259F3133985:2024-07-27T00:41:07Z,12259,1,36,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000010,OCESN12259F3133986:2024-07-27T00:41:07Z,12259,1,37,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000012,OCESN12259F3134077:2024-08-03T00:27:44Z,12259,1,38,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000030,OCESN12260F1646835:2024-07-27T00:41:07Z,12260,0,39,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000031,OCESN12260F2586039:2024-07-27T00:41:07Z,12260,0,40,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000016,OCESN12260F2665902:2024-07-27T00:41:07Z,12260,0,41,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000010,OCESN12260F3076106:2024-07-27T00:41:07Z,12260,0,42,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000025,OCESN12260F3092116:2024-07-27T00:41:07Z,12260,0,43,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000012,OCESN12260F3300098:2024-08-03T00:27:44Z,12260,0,44,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000032,OCESN12260F3300100:2024-07-30T00:27:16Z,12260,0,45,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000033,OCESN12261F2563573:2024-08-02T00:28:48Z,12261,1,46,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000024,OCESN12261F2665669:2024-08-03T00:27:44Z,12261,1,47,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000025,OCESN12261F3089489:2024-07-27T00:41:07Z,12261,1,48,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000026,OCESN12261F3093595:2024-07-27T00:41:07Z,12261,1,49,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000034,OCESN12261F3095127:2024-07-27T00:41:07Z,12261,1,50,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000035,OCESN12261F3095128:2024-07-27T00:41:07Z,12261,1,51,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000036,OCESN12261F3095129:2024-07-27T00:41:07Z,12261,1,52,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000037,OCESN12261F3301786:2024-07-27T00:41:07Z,12261,1,53,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000010,OCESN12263F3133878:2024-07-27T00:41:07Z,12263,1,54,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000038,OCESN12264F3098473:2024-07-29T00:29:58Z,12264,0,55,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000039,OCESN12264F3098475:2024-07-27T00:41:07Z,12264,0,56,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000040,OCESN12264F3155568:2024-07-27T00:41:07Z,12264,0,57,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000006,OCESN12264F3300434:2024-07-27T00:41:07Z,12264,0,58,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000010,OCESN12265F3134003:2024-07-27T00:41:07Z,12265,1,59,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000041,OCESN12266F3090972:2024-08-03T00:27:44Z,12266,0,60,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000042,OCESN12266F3250313:2024-07-27T00:41:07Z,12266,0,61,
FR:Line::A74B127A-8882-4043-BAAA-F49A6703DE54:,000043,OCESN12267F3089522:2024-07-28T00:29:53Z,12267,1,62,
FR:Line::A74B127A-8882-4043-BAAA-F49A6703DE54:,000004,OCESN12267F3089525:2024-04-16T00:31:58Z,12267,1,63,
FR:Line::A74B127A-8882-4043-BAAA-F49A6703DE54:,000019,OCESN12267F3090727:2024-04-16T00:31:58Z,12267,1,64,
FR:Line::A74B127A-8882-4043-BAAA-F49A6703DE54:,000013,OCESN12267F3090728:2024-04-16T00:31:58Z,12267,1,65,
FR:Line::A74B127A-8882-4043-BAAA-F49A6703DE54:,000044,OCESN12267F3090729:2024-07-06T00:31:25Z,12267,1,66,
FR:Line::A74B127A-8882-4043-BAAA-F49A6703DE54:,000045,OCESN12267F3090731:2024-07-10T00:42:13Z,12267,1,67,
FR:Line::A74B127A-8882-4043-BAAA-F49A6703DE54:,000046,OCESN12267F3090732:2024-08-02T00:28:48Z,12267,1,68,
FR:Line::A74B127A-8882-4043-BAAA-F49A6703DE54:,000047,OCESN12267F3133982:2024-07-26T00:28:41Z,12267,1,69,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000048,OCESN12268F3086578:2024-07-27T00:41:07Z,12268,0,70,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000049,OCESN12268F3101288:2024-08-03T00:27:44Z,12268,0,71,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000016,OCESN12268F3156319:2024-07-27T00:41:07Z,12268,0,72,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000050,OCESN12268F3228335:2024-07-27T00:41:07Z,12268,0,73,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000030,OCESN12268F3228336:2024-07-27T00:41:07Z,12268,0,74,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000051,OCESN12269F2666968:2024-07-29T00:29:58Z,12269,1,75,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000052,OCESN12269F2666969:2024-07-27T00:41:07Z,12269,1,76,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000012,OCESN12269F3091165:2024-08-03T00:27:44Z,12269,1,77,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000011,OCESN12269F3091166:2024-07-27T00:41:07Z,12269,1,78,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000025,OCESN12270F2666726:2024-07-27T00:41:07Z,12270,0,79,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000053,OCESN12270F3091778:2024-08-03T00:27:44Z,12270,0,80,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000054,OCESN12270F3236305:2024-07-27T00:41:07Z,12270,0,81,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000010,OCESN12270F3246134:2024-07-27T00:41:07Z,12270,0,82,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000055,OCESN12271F2666498:2024-07-27T00:41:07Z,12271,1,83,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000010,OCESN12271F3093699:2024-07-27T00:41:07Z,12271,1,84,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000010,OCESN12273F2234873:2024-07-27T00:41:07Z,12273,1,85,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000044,OCESN12273F2567788:2024-07-27T00:41:07Z,12273,1,86,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000056,OCESN12273F2586068:2024-08-02T00:28:48Z,12273,1,87,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000025,OCESN12273F2898692:2024-07-27T00:41:07Z,12273,1,88,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000043,OCESN12274F2910490:2024-07-27T00:41:07Z,12274,0,89,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000057,OCESN12274F3089194:2024-07-27T00:41:07Z,12274,0,90,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000058,OCESN12274F3089643:2024-07-27T00:41:07Z,12274,0,91,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000039,OCESN12274F3089644:2024-07-27T00:41:07Z,12274,0,92,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000024,OCESN12274F3091374:2024-08-03T00:27:44Z,12274,0,93,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000059,OCESN12274F3091375:2024-07-27T00:41:07Z,12274,0,94,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000019,OCESN12276F3214978:2024-07-27T00:41:07Z,12276,0,95,
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,000060,OCESN12278F3074576:2024-07-27T00:41:07Z,12278,0,96,
FR:Line::1C59DA64-5D12-4600-9092-4E99FCBFAC7A:,000061,OCESN12279F3090778:2024-08-01T00:28:09Z,12279,1,97,
FR:Line::1C59DA64-5D12-4600-9092-4E99FCBFAC7A:,000062,OCESN12291F3076046:2024-08-03T00:27:44Z,12291,1,98,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000063,OCESN2051F3134451:2024-08-03T00:27:44Z,2051,0,99,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000017,OCESN2052F3101468:2024-08-03T00:27:44Z,2052,0,100,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000064,OCESN2057F3300611:2024-08-03T00:27:44Z,2057,0,101,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000010,OCESN2058F3363260:2024-08-03T00:27:44Z,2058,1,102,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000064,OCESN2060F3303010:2024-08-03T00:27:44Z,2060,1,103,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000043,OCESN2061F3403413:2024-08-03T00:27:44Z,2061,0,104,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000010,OCESN2062F3286066:2024-08-03T00:27:44Z,2062,1,105,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000063,OCESN2062F3306551:2024-08-03T00:27:44Z,2062,1,106,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000043,OCESN2062F3335911:2024-08-03T00:27:44Z,2062,1,107,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000010,OCESN2065F3016872:2024-08-03T00:27:44Z,2065,0,108,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000043,OCESN2067F2425942:2024-08-03T00:27:44Z,2067,0,109,
